Node	ZeroAct	UpAct	DownAct	AvgAct	nodesType
RALBP1	100	0	0	0	
CSNK1G1	100	0	0	0	
AMHR2	100	0	0	0	
GDF11	100	0	0	0	
NODAL	100	0	0	0	
BMP15	100	0	0	0	
SOCS2	100	0	0	0	
CTDSP1	100	0	0	0	
CTDSP2	100	0	0	0	
BCL9	100	0	0	0	
IFNK	100	0	0	0	
JAG1	100	0	0	0	
IFNL1	100	0	0	0	
IFNL2	100	0	0	0	
IFNL3	100	0	0	0	
IL22RA2	100	0	0	0	
RNF111	100	0	0	0	
HHAT	100	0	0	0	
CCN3	100	0	0	0	
MFAP2	100	0	0	0	
NOTCH4	100	0	0	0	
SNW1	100	0	0	0	
KIT	100	0	0	0	
PTPRT	100	0	0	0	
ITGB8	100	0	0	0	
ITGB6	100	0	0	0	
ERBIN	100	0	0	0	
PARD6A	100	0	0	0	
DVL2	100	0	0	0	
PDGFD	100	0	0	0	
FGF6	100	0	0	0	
FGF17	100	0	0	0	
FGF18	100	0	0	0	
IKBKE	100	0	0	0	
FGF22	100	0	0	0	
FGF9	100	0	0	0	
KDR	100	0	0	0	
SHC2	100	0	0	0	
FLT4	100	0	0	0	
MST1	100	0	0	0	
MST1R	100	0	0	0	
BDNF	100	0	0	0	
NTRK2	100	0	0	0	
NTF3	100	0	0	0	
PRKG1	100	0	0	0	
ERBB2	100	0	0	0	
NTRK3	100	0	0	0	
EFNB1	100	0	0	0	
EPHB2	100	0	0	0	
EPHA2	100	0	0	0	
ACP1	100	0	0	0	
PTN	100	0	0	0	
ALK	100	0	0	0	
MDK	100	0	0	0	
ANGPTL1	100	0	0	0	
TEK	100	0	0	0	
AKT2	100	0	0	0	
DDR1	100	0	0	0	
DDR2	100	0	0	0	
LMTK2	100	0	0	0	
PAG1	100	0	0	0	
MATK	100	0	0	0	
LCK	100	0	0	0	
LCP2	100	0	0	0	
ITK	100	0	0	0	
GIT1	100	0	0	0	
RASA1	100	0	0	0	
PRKCG	100	0	0	0	
YWHAB	100	0	0	0	
FRS2	100	0	0	0	
ARHGAP32	100	0	0	0	
ITSN1	100	0	0	0	
RAP1B	100	0	0	0	
STK39	100	0	0	0	
GAB2	100	0	0	0	
THRB	100	0	0	0	
THRA	100	0	0	0	
NR1H4	100	0	0	0	
SFRP1	100	0	0	0	
VDR	0	100	0	100	M
NR1I3	100	0	0	0	
NR1I2	100	0	0	0	
NR2F1	100	0	0	0	
NR3C2	100	0	0	0	
PPARD	100	0	0	0	
NR4A2	100	0	0	0	
NR2F6	100	0	0	0	
NR2F2	100	0	0	0	M
NRIP1	100	0	0	0	
BIRC2	100	0	0	0	
PRKCB	100	0	0	0	
PXN	100	0	0	0	
FGR	100	0	0	0	
PTK2B	100	0	0	0	
ZAP70	100	0	0	0	
PRKCZ	100	0	0	0	
PARD3	100	0	0	0	
LAT	100	0	0	0	
CXCR4	100	0	0	0	
NFKBIA	100	0	0	0	
MCL1	100	0	0	0	
NFKBIB	100	0	0	0	
CD4	100	0	0	0	
CSK	100	0	0	0	
PTPA	100	0	0	0	
GNAI1	100	0	0	0	
GNAI2	100	0	0	0	
GNAI3	100	0	0	0	
CBLB	100	0	0	0	
CCR5	100	0	0	0	
ALOX5	100	0	0	0	
BBC3	100	0	0	0	
ALOX5AP	100	0	0	0	
CXCL12	100	0	0	0	
CCL19	100	0	0	0	
CCL21	100	0	0	0	
CCL25	100	0	0	0	
INHBB	100	0	0	0	
ADM	100	0	0	0	
ADM2	100	0	0	0	
CALCA	100	0	0	0	
CALCB	100	0	0	0	
BCL2L11	100	0	0	0	
IAPP	100	0	0	0	
APLN	100	0	0	0	
APELA	100	0	0	0	
AGT	100	0	0	0	
PROS1	100	0	0	0	
TNFSF13B	100	0	0	0	
NMB	100	0	0	0	
GRP	100	0	0	0	
TNFSF13	100	0	0	0	
BMP10	100	0	0	0	
RHEB	100	0	0	0	
GDF2	100	0	0	0	
KNG1	100	0	0	0	
C3	100	0	0	0	
C5	100	0	0	0	
RPS19	100	0	0	0	
CCK	100	0	0	0	
GAST	100	0	0	0	
CCL13	100	0	0	0	
CCL14	100	0	0	0	
CCL15	100	0	0	0	
TSC2	100	0	0	0	
CCL23	100	0	0	0	
CCL3	100	0	0	0	
CCL7	100	0	0	0	
CCL27	100	0	0	0	
CCL28	100	0	0	0	
CCL16	100	0	0	0	
CCL2	100	0	0	0	
CCL11	100	0	0	0	
CCL26	100	0	0	0	
CCL24	100	0	0	0	
