,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
HNMT,0.3976824,0.5501312,0.5679814,0.44412002,0.6318323,0.42811832,0.122409806,0.6779888,0.52424043,0.6611664,0.26492357,0.71375245,0.34854972,0.50099856,0.5188488,0.39498734,0.58269966,0.37898564,0.07327713,0.6288562,0.47510776,0.6120338,0.2157909,0.6646198
LYPD1,-1.4906204,-1.639245,-1.4719214,-1.335475,-1.424363,-1.1293147,-1.1869981,-1.2441095,-1.7872373,-1.6843743,-1.0215541,-1.7142564,-1.5402907,-1.6889154,-1.5215918,-1.3851453,-1.4740334,-1.178985,-1.2366685,-1.2937799,-1.8369076,-1.7340447,-1.0712245,-1.7639267
PDCD4,0.055829477,-0.0532875,0.019139294,-0.027921664,-0.008526421,0.10458815,-0.00042015163,0.03688593,-0.18073629,0.15396897,0.4220576,0.24269883,-0.070247695,-0.17936468,-0.106937885,-0.15399884,-0.13460359,-0.021489024,-0.12649733,-0.08919124,-0.30681348,0.0278918,0.29598042,0.11662166
GPM6A,-0.37934765,0.30645692,0.19239289,-0.33492488,-0.017374363,0.06274354,0.451179,-0.011071704,-0.18713523,-0.5634957,-0.094179936,-0.19600795,-0.57497984,0.110824734,-0.0032393038,-0.53055704,-0.21300656,-0.13288864,0.2555468,-0.2067039,-0.38276744,-0.75912786,-0.28981212,-0.39164013
WDR17,-0.3697763,0.34054235,0.4301921,-0.27921057,-0.33527815,-0.35601982,-0.14730383,0.81127095,0.8781741,-0.28097132,-0.21572061,1.054195,-0.2920975,0.41822115,0.5078709,-0.20153177,-0.25759935,-0.27834103,-0.06962504,0.88894975,0.9558529,-0.20329252,-0.13804182,1.1318738
VEGFC,-1.9261923,-2.3114214,-1.5478194,-2.0898666,-2.2418149,-1.6838219,-0.7450189,-1.7702141,-2.1847825,-2.2266283,-1.6065665,-1.4784813,-1.8900363,-2.2752655,-1.5116634,-2.0537107,-2.205659,-1.647666,-0.7088629,-1.7340581,-2.1486266,-2.1904724,-1.5704106,-1.4423254
CCDC102B,-0.5000226,-0.8618316,-0.5885139,-0.587804,-0.47419596,-0.86129004,-0.54579014,-0.55695117,-1.051433,-0.30170837,-0.719908,-0.23279937,-0.3917918,-0.7536008,-0.4802831,-0.47957322,-0.36596516,-0.7530592,-0.43755934,-0.44872037,-0.94320214,-0.19347757,-0.61167717,-0.12456856
CNDP1,1.573557,1.1209769,1.1303637,1.1172663,0.69214064,1.2062792,1.3645377,1.1364928,1.1548481,0.7401585,0.7217753,1.1468778,1.3909674,0.9383873,0.94777405,0.93467665,0.5095509,1.0236895,1.1819481,0.9539032,0.97225845,0.5575688,0.53918564,0.9642881
DLG2,-0.38558137,-0.1261734,0.11859788,-0.56967884,0.15519609,-0.34910488,-0.2206248,-0.57448137,-0.09887233,0.16005453,0.9998701,0.034649905,-0.4055224,-0.14611444,0.09865685,-0.5896199,0.13525505,-0.3690459,-0.24056584,-0.5944224,-0.11881335,0.1401135,0.9799291,0.014708877
PRSS23,-1.5457144,-0.7600035,-0.2853253,-1.224208,-0.43061253,-0.9628826,-0.7418484,-0.3416995,-1.1326267,-1.0179542,-0.1373193,-0.2049587,-1.5303419,-0.74463105,-0.26995283,-1.2088355,-0.41524008,-0.9475101,-0.72647595,-0.32632706,-1.1172541,-1.0025817,-0.121946834,-0.18958624
MTMR12,0.32341525,0.35757613,0.54465085,0.32862958,0.25227544,0.46960583,0.19489579,0.4734381,0.42460015,0.5459946,0.5502489,0.57241315,0.26874617,0.30290705,0.48998177,0.2739605,0.19760637,0.41493675,0.14022672,0.41876903,0.36993107,0.4913255,0.49557984,0.51774406
PPP1R1C,0.18699434,0.068526864,0.5100908,-0.1455073,-0.0266821,-0.100691915,-0.04863508,0.6097019,-0.07491643,0.066099435,0.56930476,0.24206899,0.21960175,0.10113428,0.54269826,-0.11289989,0.0059253145,-0.0680845,-0.016027667,0.6423093,-0.042309016,0.09870685,0.6019122,0.2746764
CCT5,-0.18608497,-0.12987554,-0.116861045,-0.29442182,-0.18706778,-0.12220619,-0.14695722,-0.08406105,-0.3393118,-0.007928723,0.16578381,-0.034557395,-0.18966974,-0.13346031,-0.12044582,-0.2980066,-0.19065255,-0.12579095,-0.15054199,-0.08764582,-0.34289658,-0.011513494,0.16219904,-0.038142167
ATPSCKMT,-0.16742592,-0.05659182,-0.11302383,-0.1550401,-0.059726056,-0.33628455,-0.83274746,-0.40776396,-0.39750266,-0.101645745,-0.3913175,-0.1051189,-0.19919509,-0.088360995,-0.144793,-0.18680927,-0.09149523,-0.36805373,-0.8645166,-0.43953314,-0.42927185,-0.13341492,-0.42308667,-0.13688809
DOCK1,-0.35324597,-0.16850597,0.0008250996,-0.0833776,-0.41832832,-0.29826948,-0.28104424,-0.15899497,-0.54989886,-0.4403373,-0.17169721,-0.16901743,-0.40796736,-0.22322734,-0.053896274,-0.13809897,-0.4730497,-0.35299087,-0.33576563,-0.21371634,-0.6046202,-0.4950587,-0.22641858,-0.2237388
DIXDC1,0.0039702314,0.09581441,0.35606268,-0.16923238,-0.29370448,-0.061721113,-0.09437924,0.2339727,-0.2970269,-0.075837575,0.38030615,0.31138757,-0.018131778,0.07371239,0.33396068,-0.1913344,-0.31580648,-0.08382312,-0.116481245,0.21187069,-0.3191289,-0.09793958,0.35820416,0.28928557
DLAT,0.16129236,0.44453478,0.4561653,-0.046309102,0.09927764,0.22867274,0.54617846,0.59581554,-0.14307263,0.5362079,0.8810449,0.60400075,0.44744897,0.7306914,0.7423219,0.2398475,0.38543424,0.51482934,0.83233505,0.88197213,0.14308396,0.8223645,1.1672015,0.89015734
NKAPD1,-0.42560488,-0.50489783,-0.33907798,-0.6454424,-0.5153673,-0.49183342,-0.62026846,-0.5631584,-0.42987067,-0.30802932,-0.34205005,-0.51054686,-0.4744407,-0.55373365,-0.3879138,-0.69427824,-0.56420314,-0.54066926,-0.6691043,-0.6119942,-0.47870648,-0.35686514,-0.39088586,-0.5593827
TIMM8B,-0.048473492,-0.38733956,-0.28888527,-0.09074613,-0.38238624,-0.022298042,-0.38931844,-0.0246721,0.035575308,-0.34918654,-0.26611194,-0.18027298,-0.0013927333,-0.3402588,-0.24180451,-0.043665368,-0.33530548,0.024782717,-0.34223768,0.022408659,0.08265607,-0.30210578,-0.21903118,-0.13319223
IL18,-1.1541965,-0.6060255,-0.1537977,-1.5224211,-1.2168413,-0.9789853,-1.1711046,-0.28572243,-1.0745803,-0.93162096,0.088695996,-0.1273889,-1.1300486,-0.5818776,-0.12964977,-1.4982733,-1.1926935,-0.9548374,-1.1469567,-0.2615745,-1.0504324,-0.907473,0.112843916,-0.10324097
PTS,-0.07958746,-0.48123896,-0.19799215,-0.24357964,-0.09697896,-0.11171437,-0.31367734,-0.49085522,-0.2788246,0.23859401,-0.09088051,-0.27037716,-0.14390635,-0.54555786,-0.26231104,-0.30789852,-0.16129786,-0.17603326,-0.37799624,-0.5551741,-0.3431435,0.17427513,-0.15519941,-0.33469605
PIP4K2A,-0.5580698,-0.67601734,-0.22666113,-0.34153324,-0.6165721,-0.32037565,-0.60656494,-0.53385645,-0.4689998,-0.2234257,-0.64699024,-0.06940637,-0.60933715,-0.72728467,-0.27792844,-0.39280057,-0.6678394,-0.37164298,-0.65783226,-0.5851238,-0.5202671,-0.274693,-0.69825757,-0.120673686
FREM2,0.91371506,0.7802666,1.2473733,0.6767843,1.0780346,0.9508253,0.0514446,1.254225,0.7178718,1.133256,0.7607524,1.4632808,1.1416796,1.0082312,1.475338,0.9047489,1.3059993,1.1787899,0.27940923,1.4821897,0.9458364,1.3612206,0.988717,1.6912454
FOXO1,0.02434052,0.13741899,0.38794503,0.015466089,-0.21448943,-0.06684786,-0.10833451,0.010801978,-0.05605535,-0.29073218,0.14310688,0.08077785,0.057893872,0.17097233,0.4214984,0.04901944,-0.18093608,-0.03329451,-0.074781165,0.04435533,-0.022501998,-0.2571788,0.17666022,0.1143312
SEC24D,-0.1855593,-0.13582231,-0.03613688,-0.10228443,-0.09575824,-0.29742846,-0.10626324,-0.09641092,-0.18543223,0.03672954,0.04071252,-0.023375086,-0.30843604,-0.25869906,-0.15901363,-0.22516118,-0.218635,-0.4203052,-0.22913998,-0.21928766,-0.30830896,-0.086147204,-0.08216423,-0.14625183
ABCB9,-0.8833214,-0.5918667,-0.15956168,-0.86726415,-0.7247448,-0.27519903,-0.24622682,-0.2867495,-0.6584048,-0.102581695,-0.20602848,-0.4610159,-0.9076836,-0.6162289,-0.1839239,-0.89162636,-0.749107,-0.29956126,-0.27058905,-0.31111175,-0.68276703,-0.12694392,-0.2303907,-0.48537815
RILPL2,-0.06670063,-0.1482534,-0.12968707,-0.4385208,-0.18285082,-0.07521879,0.07768072,0.1717183,-0.15424056,-0.026192706,0.15476322,-0.22709495,-0.09389514,-0.17544791,-0.15688159,-0.4657153,-0.21004534,-0.1024133,0.05048621,0.14452378,-0.18143508,-0.053387217,0.1275687,-0.25428945
DHX37,-0.42141876,-0.45003557,0.053248804,-0.06292459,0.019913284,-0.16709922,-0.16650614,-0.023989335,-0.35677445,-0.17832346,-0.06688172,0.038861282,-0.35954624,-0.38816306,0.115121305,-0.001052089,0.08178579,-0.10522672,-0.10463364,0.03788317,-0.29490194,-0.11645096,-0.005009219,0.10073379
UBC,-0.107243456,-0.24790299,-0.2951085,-0.1557001,-0.1329413,-0.10817729,-0.017097985,-0.13395092,-0.14037643,-0.20787482,-0.15452395,-0.22776811,-0.04343748,-0.18409702,-0.23130253,-0.09189413,-0.06913533,-0.044371314,0.046707988,-0.070144944,-0.07657046,-0.14406884,-0.09071798,-0.16396213
ITPR1,-0.17903097,-0.1769987,-0.018039614,-0.06339902,-0.59122753,-0.20294131,-0.21465836,0.079638995,-0.738927,-0.5275267,-0.60500336,-0.46398696,-0.08033184,-0.078299575,0.080659516,0.035300113,-0.4925284,-0.10424218,-0.115959235,0.17833813,-0.64022785,-0.42882755,-0.5063042,-0.36528784
PRSS53,0.71603847,-0.029236998,0.28128123,0.06742126,-0.031233806,0.9817582,-0.18221547,0.47551116,0.39865693,-0.4015114,-0.022822883,0.3363474,0.6631288,-0.08214668,0.22837155,0.014511574,-0.08414349,0.9288485,-0.23512515,0.4226015,0.34574726,-0.45442107,-0.07573257,0.28343773
SLC7A11,-2.9314132,-2.7035477,-1.9618189,-1.3434895,-1.8843956,-3.0287623,-2.5679946,-1.9940691,-2.329947,-3.1314247,-1.9893777,-1.9506423,-2.840399,-2.6125336,-1.8708047,-1.2524753,-1.7933813,-2.9377482,-2.4769804,-1.9030548,-2.2389328,-3.0404105,-1.8983635,-1.8596281
NOCT,-0.6932114,-0.47858456,-0.79843354,-0.54904306,-0.75506085,-0.85896236,0.0036532516,-0.73253906,-0.81944054,-0.8648724,-0.016413331,-0.8827283,-0.6178991,-0.4032723,-0.7231213,-0.4737308,-0.6797486,-0.7836501,0.07896551,-0.6572268,-0.7441283,-0.78956014,0.058898926,-0.807416
ENKUR,0.4046075,0.19334632,0.12045595,0.27765986,-0.22141579,0.1639598,0.5805617,0.016025336,0.31640807,0.029126113,-0.41568294,0.16970856,0.38529927,0.17403808,0.10114771,0.25835162,-0.24072403,0.14465156,0.5612534,-0.0032829028,0.29709983,0.009817874,-0.43499118,0.15040033
THRB,0.7346021,0.98546207,1.1666135,0.47462893,0.9414319,0.4322299,0.5111615,1.0236294,0.5563642,1.1919523,0.7472793,1.2160982,0.79666245,1.0475224,1.2286738,0.5366893,1.0034922,0.4942903,0.57322186,1.0856898,0.61842453,1.2540127,0.80933964,1.2781585
NGLY1,-0.0939767,-0.13834837,-0.07199661,-0.08724058,-0.08487077,-0.12988076,-0.113087736,-0.07551208,-0.25772014,0.23944487,0.20256814,0.11026693,-0.09566846,-0.14004013,-0.073688366,-0.088932335,-0.08656253,-0.13157251,-0.114779495,-0.07720384,-0.2594119,0.23775311,0.20087638,0.10857517
OXSM,0.07492597,0.1688165,0.04020609,0.112858616,0.031597137,0.17251617,-0.13679038,0.06615521,0.15230767,0.1455992,0.34302822,0.02168588,0.02790739,0.121797934,-0.006812487,0.065840036,-0.015421439,0.1254976,-0.18380895,0.019136634,0.1052891,0.09858063,0.29600963,-0.025332697
UEVLD,-0.19353482,-0.36098492,-0.047162626,-0.27057907,-0.1620738,-0.08458655,-0.42734635,-0.12557817,-0.37161782,0.04629188,0.18386076,0.08693389,-0.18122806,-0.34867814,-0.034855857,-0.2582723,-0.14976704,-0.07227978,-0.41503957,-0.11327139,-0.35931104,0.05859865,0.19616753,0.09924066
TMEM86A,-0.024299737,-0.5099002,-0.661619,-0.20745285,-0.0234907,-0.35672197,-0.18595564,-0.18896686,-0.016336488,-0.2760555,0.18962896,-0.83101964,-0.040075853,-0.5256763,-0.6773951,-0.22322896,-0.039266817,-0.3724981,-0.20173176,-0.20474297,-0.032112606,-0.29183164,0.17385285,-0.84679574
NOPCHAP1,0.11308693,0.28802252,-0.10172646,0.017914582,-0.20753784,0.067901924,0.17869473,0.05945719,0.11295005,-0.45881498,0.2627803,-0.2514164,0.048586644,0.22352223,-0.16622674,-0.046585705,-0.27203813,0.003401637,0.11419444,-0.005043097,0.048449762,-0.52331525,0.19828002,-0.31591666
TMEM263,-0.35980383,-0.612474,-0.36339295,-0.48025855,-0.55770904,-0.36635575,-0.67892665,-0.49356404,-0.77884525,-0.276518,-0.2736105,-0.3847406,-0.43437347,-0.68704367,-0.4379626,-0.5548282,-0.6322787,-0.4409254,-0.7534963,-0.5681337,-0.8534149,-0.35108763,-0.34818015,-0.45931023
UBE3B,-0.2441636,0.13203718,0.4225061,-0.3382217,-0.27947065,0.0082804635,-0.21399394,0.08479573,-0.15932947,-0.23376335,-0.2165954,0.38805866,-0.22225802,0.15394276,0.44441167,-0.31631613,-0.25756508,0.030186046,-0.19208835,0.106701314,-0.13742389,-0.21185777,-0.19468981,0.40996423
ANK3,-1.3496181,-0.34185317,-1.1939664,-0.0032010602,-0.2325312,-1.1587665,-0.18235679,0.37958056,-0.77829397,-1.5724409,0.4830765,-1.0692114,-1.1835816,-0.17581673,-1.0279299,0.16283537,-0.06649476,-0.9927301,-0.016320348,0.545617,-0.61225754,-1.4064044,0.64911294,-0.90317494
IPMK,0.2681309,0.25535128,0.5616524,0.3255512,0.18835934,0.4164803,0.18823248,0.29191327,0.236428,0.5751529,0.4656946,0.49705377,0.15912504,0.14634542,0.45264655,0.21654536,0.07935348,0.30747443,0.07922663,0.18290742,0.12742214,0.466147,0.35668874,0.38804793
PLBD2,-0.8523489,-0.6581393,-0.3608819,-0.6726313,-0.45377743,-0.64677906,-0.24017386,-0.6076944,-0.7783142,-0.7264822,-0.38477528,-0.5213152,-0.9205119,-0.72630227,-0.4290449,-0.7407943,-0.5219404,-0.71494204,-0.30833685,-0.67585737,-0.84647715,-0.7946452,-0.45293826,-0.5894782
MAT1A,1.3206754,1.0698354,0.9989595,1.5389776,1.079991,0.9608413,1.0632536,0.96549,1.5682129,0.81541413,0.7393636,0.9392644,1.3784729,1.127633,1.056757,1.5967752,1.1377885,1.0186388,1.1210512,1.0232875,1.6260104,0.8732117,0.79716116,0.99706197
SLC2A13,0.011014862,-0.4513728,-0.17282042,-0.11879543,0.17839438,-0.061814703,-0.67582357,-0.3572604,-0.35934412,0.5785215,-0.11925754,-0.040682994,-0.029632261,-0.49201992,-0.21346754,-0.15944256,0.13774726,-0.10246183,-0.7164707,-0.39790753,-0.39999124,0.53787434,-0.15990466,-0.08133012
GXYLT1,-0.025323138,-0.16789633,0.23549072,-0.08494144,-0.36728296,-0.23536989,-0.46157733,-0.015514932,-0.4322143,-0.0052410443,0.2214118,0.36523753,-0.11441611,-0.2569893,0.14639775,-0.17403442,-0.45637593,-0.32446286,-0.55067027,-0.1046079,-0.52130723,-0.094334014,0.13231882,0.27614456
TWF1,-0.20742968,-0.5374056,-0.2781483,-0.4552949,-0.37347698,-0.08312547,-0.64946973,-0.48646837,-0.5868203,-0.03361528,-0.10838679,-0.14745298,-0.3139168,-0.6438927,-0.38463542,-0.561782,-0.4799641,-0.1896126,-0.7559568,-0.59295547,-0.6933074,-0.1401024,-0.21487391,-0.2539401
DIP2C,-0.11918701,0.172892,0.17776924,0.057590436,-0.2043657,-0.12848517,-0.11468411,0.17769182,-0.17227514,-0.2317548,0.06540873,0.08413005,-0.14542922,0.1466498,0.15152703,0.031348225,-0.23060791,-0.15472738,-0.14092633,0.1514496,-0.19851735,-0.257997,0.039166518,0.057887837
EIF4E,-0.050157733,-0.28462955,-0.039816342,-0.27179697,-0.21829301,0.036228955,-0.26526806,-0.2536741,-0.47029102,0.14528497,0.07450568,-0.109086454,-0.09107573,-0.32554755,-0.08073434,-0.31271496,-0.259211,-0.004689049,-0.30618605,-0.29459208,-0.511209,0.10436696,0.033587676,-0.15000446
TEX30,0.022820832,-0.07146397,0.1896749,-0.05435657,0.26699802,-0.04778828,-0.13311815,0.05119028,-0.008907569,0.5089227,0.1541954,0.2886345,-0.06953437,-0.16381916,0.0973197,-0.14671177,0.17464283,-0.14014348,-0.22547334,-0.04116492,-0.10126277,0.4165675,0.0618402,0.19627932
CSNK1G3,-0.25711894,-0.4307221,-0.30702686,-0.28931332,0.17589594,-0.09319703,-0.33751535,-0.12505776,-0.45331326,0.049485885,0.23052138,0.087138206,-0.31385678,-0.48745993,-0.3637647,-0.34605116,0.11915809,-0.14993489,-0.3942532,-0.18179561,-0.51005113,-0.0072519667,0.17378353,0.030400354
SRFBP1,0.17708227,-0.22089237,-0.1165894,-0.37986606,-0.3608953,-0.36864716,-0.1857212,-0.38322747,-0.52115387,-0.08410565,-0.058789905,-0.10718326,0.20375314,-0.1942215,-0.08991852,-0.3531952,-0.33422443,-0.34197628,-0.15905032,-0.3565566,-0.494483,-0.057434767,-0.032119025,-0.08051238
AKAP6,-0.14369033,-0.40133685,-0.13510007,-0.81535465,0.08411551,-0.07974047,-0.95068705,0.44517112,-0.48300233,-0.1645908,0.0954162,-0.3270186,0.14932273,-0.10832378,0.157913,-0.5223416,0.37712857,0.2132726,-0.65767395,0.7381842,-0.18998927,0.12842226,0.38842928,-0.034005523
FAM177A1,-0.27214292,-0.26174065,-0.12708743,-0.27860665,-0.3186334,-0.23430118,-0.13076347,-0.09456091,-0.39695215,-0.22674268,0.035320845,-0.016887972,-0.32075417,-0.3103519,-0.1756987,-0.32721794,-0.36724466,-0.28291243,-0.17937474,-0.14317217,-0.44556344,-0.27535397,-0.013290424,-0.06549924
MBIP,0.09213713,-0.11899195,-0.18525492,0.048808757,0.030074053,0.10697118,-0.18200028,0.04363407,-0.0766127,0.33549625,-0.053061113,0.14896615,0.02540142,-0.18572766,-0.25199062,-0.01792695,-0.036661655,0.040235475,-0.248736,-0.023101639,-0.14334841,0.26876053,-0.11979682,0.08223044
MIPOL1,-0.10570869,-0.032221604,-0.30360925,0.73237705,-0.36136606,0.06277982,-0.05562891,-0.017589781,-0.33153412,-0.047600277,-0.27330926,0.2915605,-0.14654955,-0.073062465,-0.34445012,0.6915362,-0.40220693,0.021938961,-0.096469775,-0.058430642,-0.37237498,-0.08844113,-0.31415012,0.25071964
EXT2,-0.5010781,-0.699539,-0.54605806,-0.57821417,-0.5447567,-0.5286425,-0.52421385,-0.61699444,-0.7349281,-0.40663972,-0.55315226,-0.5871157,-0.5263933,-0.7248542,-0.5713732,-0.60352933,-0.5700719,-0.55395764,-0.549529,-0.6423096,-0.76024324,-0.4319549,-0.5784674,-0.6124309
TMEM18,-0.42817274,-0.017810969,-0.16594711,-0.32449865,0.12343095,-0.16015139,-0.26302585,0.18723324,-0.1301808,-0.36372104,0.13032588,-0.21169314,-0.40915006,0.0012116991,-0.14692444,-0.30547598,0.14245363,-0.14112872,-0.24400318,0.20625591,-0.11115814,-0.34469837,0.14934856,-0.19267046
KCTD14,0.5318155,0.3317689,0.3344128,0.33201376,0.3638501,0.3912691,0.5591088,0.35432407,0.31125313,0.30955103,0.54915,0.2415685,0.4633085,0.26326188,0.2659058,0.26350674,0.29534307,0.32276207,0.49060178,0.28581706,0.24274611,0.24104401,0.48064297,0.17306149
THRSP,2.2281373,2.5428448,2.2766447,1.7209108,2.231671,1.7953815,2.3670895,2.7269993,2.1373029,2.5333626,2.0503552,2.5614083,2.2270927,2.5418003,2.2756002,1.7198664,2.2306266,1.7943372,2.366045,2.7259548,2.1362584,2.532318,2.0493107,2.5603638
NDUFC2,0.017040586,0.078197904,-0.02031676,-0.12012206,0.15850423,0.097093396,0.04389708,0.28146365,0.0097469315,0.08581318,0.07480993,0.07566266,-0.049794123,0.011363193,-0.08715147,-0.18695676,0.09166952,0.030258685,-0.02293763,0.21462893,-0.05708778,0.01897847,0.007975221,0.008827947
ME3,-0.5741897,-0.23267563,0.15136516,-0.14321916,0.13560173,-0.3230479,-0.34292924,-0.19074108,0.026955709,-0.1321283,0.4324204,0.52735287,-0.40926677,-0.06775269,0.3162881,0.02170378,0.30052465,-0.15812497,-0.1780063,-0.02581814,0.19187865,0.03279464,0.5973433,0.6922758
NUBPL,-0.055159755,-0.34556627,-0.086696684,-0.1978417,-0.35456195,0.008186795,-0.20384693,-0.30789635,-0.16275199,-0.28968856,0.122760765,0.16555262,-0.09365821,-0.38406473,-0.12519515,-0.23634017,-0.39306042,-0.030311663,-0.2423454,-0.3463948,-0.20125045,-0.32818702,0.08426231,0.12705415
NEK7,-0.17971897,-0.7928864,-0.462196,-0.5471926,-0.7508594,-0.5171049,-0.6716811,-0.75378454,-0.8791071,-0.25306538,-0.53336984,-0.35113072,-0.11916743,-0.73233485,-0.40164444,-0.48664102,-0.69030786,-0.45655337,-0.6111296,-0.693233,-0.8185556,-0.19251384,-0.4728183,-0.29057917
FER,-0.73670304,-0.33758733,0.09976522,-0.5784102,-0.7411352,-0.64222807,-0.8276102,-0.20809673,-0.75332046,-0.3004283,-0.5025587,-0.33739865,-0.7124988,-0.31338307,0.12396948,-0.55420595,-0.7169309,-0.6180238,-0.80340594,-0.18389247,-0.7291162,-0.27622405,-0.47835445,-0.3131944
VIPAS39,0.040448673,-0.1171304,-0.09016679,-0.29839265,-0.26905662,-0.19712953,-0.07578708,-0.046089202,-0.56334615,-0.24506976,-0.23549205,-0.19303523,-0.037713468,-0.19529253,-0.16832894,-0.3765548,-0.34721875,-0.27529168,-0.15394923,-0.12425134,-0.6415083,-0.3232319,-0.31365418,-0.27119738
ANKRD50,-0.7745041,-0.37572697,-0.13226424,-0.434661,-0.39704266,-0.78097355,-0.7554432,-0.19127494,-0.7244736,-0.4037681,-0.08919185,-0.053777732,-0.8422166,-0.44343945,-0.19997674,-0.5023735,-0.46475515,-0.84868604,-0.8231557,-0.25898743,-0.7921861,-0.47148058,-0.15690434,-0.121490225
UPF2,-0.14740635,-0.06581169,-0.05606208,-0.4723829,-0.09725141,-0.13493966,-0.24290006,-0.104212016,-0.55617774,0.0106652295,-0.020376187,-0.032653987,-0.21570253,-0.13410786,-0.12435825,-0.5406791,-0.16554758,-0.20323583,-0.31119624,-0.17250818,-0.6244739,-0.05763094,-0.088672355,-0.10095016
CDC123,-0.37161002,-0.3820507,-0.38303384,-0.37689868,-0.34133807,-0.26953277,-0.24113403,-0.2728553,-0.25734702,-0.18025388,-0.18336892,-0.2670688,-0.43491778,-0.44535846,-0.4463416,-0.44020644,-0.40464583,-0.33284053,-0.30444178,-0.33616307,-0.32065478,-0.24356163,-0.24667668,-0.33037657
SCLT1,-0.7194581,-0.43969148,-0.26403344,-0.72032833,-0.4361535,-0.43665385,-0.25344175,-0.2907533,-0.5189174,-0.41367957,0.035106685,-0.5070766,-0.764404,-0.48463738,-0.30897933,-0.7652742,-0.48109937,-0.48159975,-0.29838765,-0.3356992,-0.5638633,-0.45862544,-0.009839196,-0.5520225
CCDC3,-1.4667679,-1.4312364,-1.0299649,-1.0980504,-1.05484,-0.8570358,-1.212896,-1.2281824,-1.1187819,-1.2409039,-0.82846165,-1.2247846,-1.5622485,-1.526717,-1.1254455,-1.1935309,-1.1503205,-0.9525164,-1.3083766,-1.323663,-1.2142625,-1.3363844,-0.9239422,-1.3202652
C4orf33,0.054474384,-0.25941038,0.07901635,-0.41862628,-0.3745509,0.06771536,0.01252995,-0.24850483,-0.3356878,0.07550128,0.008969158,-0.15634172,0.07022904,-0.24365573,0.094771005,-0.4028716,-0.35879624,0.08347002,0.028284606,-0.23275018,-0.31993312,0.09125593,0.024723815,-0.14058706
FRMD4A,-1.0729241,-1.5642818,-0.80080533,-1.4008871,-2.299929,-1.4643434,-0.8813882,-0.7845128,-1.4297111,-1.6737165,-1.1211319,-1.486056,-1.1983606,-1.6897182,-0.92624176,-1.5263236,-2.4253652,-1.5897799,-1.0068246,-0.90994924,-1.5551475,-1.799153,-1.2465683,-1.6114924
PTPRO,-0.14227138,-1.0963587,-0.71999043,-0.44370258,-0.86701685,-0.28105462,-0.43002185,-0.9487154,-1.0434146,-0.10957468,-0.9391135,-1.0510476,-0.3087815,-1.2628688,-0.8865006,-0.6102127,-1.033527,-0.44756475,-0.596532,-1.1152256,-1.2099247,-0.2760848,-1.1056236,-1.2175577
EPS8,-0.3403755,-0.14470173,0.0548026,-0.09188089,-0.24808826,-0.30268037,-0.3474109,0.13026977,-0.3438802,-0.18349874,0.047016226,0.17524336,-0.3916006,-0.19592682,0.0035775155,-0.14310597,-0.29931334,-0.35390547,-0.39863598,0.079044685,-0.3951053,-0.23472382,-0.004208859,0.12401828
ACAD8,-0.22250606,-0.16229396,0.08879196,-0.114930816,0.032414023,0.04329133,-0.2496012,0.06372299,-0.0756424,-0.10611499,-0.09885874,0.09109589,-0.20360503,-0.14339292,0.107692994,-0.09602978,0.051315058,0.062192366,-0.23070017,0.082624026,-0.056741364,-0.087213956,-0.0799577,0.10999692
THYN1,-0.22668488,-0.57159454,-0.53786796,-0.37686887,-0.4612529,-0.29088005,-0.3385043,-0.47714764,-0.49943975,-0.75424707,-0.5361929,-0.4435172,-0.2816081,-0.6265178,-0.5927912,-0.43179208,-0.5161761,-0.34580326,-0.39342752,-0.5320709,-0.55436295,-0.8091703,-0.59111613,-0.4984404
VPS26B,-0.27893636,-0.1800265,0.10103658,-0.19954704,-0.005886822,-0.22134255,0.007982468,0.045228876,-0.38685673,-0.035990734,-0.16370277,0.102959834,-0.33995938,-0.24104953,0.040013548,-0.26057008,-0.06690985,-0.2823656,-0.053040564,-0.015794154,-0.44787976,-0.097013764,-0.2247258,0.041936804
NCAPD3,-0.005315435,-0.29758304,0.42194265,0.101996176,-0.2418581,0.24430941,0.06897564,-0.08664192,0.071015954,-0.05903434,-0.017632307,0.1262622,0.006902963,-0.28536466,0.43416104,0.11421458,-0.2296397,0.2565278,0.08119404,-0.07442352,0.083234355,-0.046815943,-0.0054139094,0.1384806
VTI1A,-0.3859015,-0.33925414,-0.2510422,-0.2986965,-0.36762506,-0.5981571,-0.19883898,-0.103143685,-0.55037963,-0.1769904,-0.23180254,-0.11572163,-0.3732535,-0.32660612,-0.23839417,-0.28604847,-0.35497704,-0.58550906,-0.18619096,-0.09049567,-0.5377316,-0.16434239,-0.21915452,-0.10307361
QDPR,0.30686316,0.4360049,0.39102706,0.4496052,0.22565684,0.3499267,0.47258905,0.4975867,0.5618697,0.10939606,0.45754713,0.42018914,0.2908829,0.42002463,0.3750468,0.43362492,0.20967656,0.33394644,0.45660877,0.48160642,0.5458894,0.09341578,0.44156685,0.40420887
