,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
TGDS,0.36534497,0.29514766,0.5350692,0.48759684,0.14481279,0.40089872,0.20525555,0.15581636,0.5843024,0.6697955,0.39817312,0.558108,0.36354744,0.29335013,0.53327173,0.4857993,0.14301527,0.3991012,0.20345804,0.15401885,0.5825049,0.667998,0.3963756,0.5563105
DOCK3,-0.5295746,-0.21668,0.15957697,-0.14617774,-0.4492757,-0.4168041,-0.29094774,-0.08099393,-0.16969316,-0.5643922,-0.4449316,-0.30078152,-0.5262179,-0.21332331,0.16293366,-0.14282104,-0.445919,-0.4134474,-0.28759104,-0.07763724,-0.16633646,-0.5610355,-0.4415749,-0.29742482
C3orf18,0.13184917,0.111493304,0.21715796,0.14543292,0.37594295,0.45415133,0.24467899,0.056336317,-0.55136395,0.15543805,-0.050425693,0.04493194,0.12941484,0.10905898,0.21472363,0.14299859,0.37350863,0.45171702,0.24224466,0.053901993,-0.55379826,0.15300372,-0.052860018,0.042497616
COQ9,0.110751465,0.0041939523,-0.13675795,0.031200115,0.0034998325,0.13026446,0.14583752,0.03340924,-0.049080107,-0.046869196,-0.06691877,-0.09915118,0.14380693,0.037249416,-0.10370249,0.06425558,0.036555294,0.16331992,0.17889297,0.06646471,-0.016024645,-0.013813734,-0.033863306,-0.06609572
KIF9,-0.27858797,-0.064082004,-0.28161448,-0.107319266,-0.0072886855,0.47462657,-0.28820014,0.14049388,0.0038632134,-0.10761895,-0.11111121,-0.10776128,-0.1543817,0.060124256,-0.15740822,0.016886994,0.11691757,0.59883285,-0.16399388,0.26470014,0.12806948,0.01658731,0.013095051,0.016444981
ARHGAP28,-0.29735553,-0.20207691,-0.45889413,0.09414847,-0.8792377,-0.9721103,-0.5123529,-0.6639077,-0.783738,-0.3972908,-0.3959765,-0.92164993,-0.21072373,-0.115445115,-0.37226233,0.18078026,-0.79260594,-0.8854785,-0.42572108,-0.57727593,-0.69710624,-0.310659,-0.3093447,-0.83501816
CRLS1,0.30536497,0.09350407,0.3351496,0.23531605,0.1830975,0.38209665,0.09216865,0.12842378,0.61719894,0.47551587,0.3862286,0.09763564,0.2358963,0.02403541,0.2656809,0.16584739,0.113628834,0.31262797,0.02269999,0.058955118,0.54773027,0.40604722,0.31675994,0.02816698
PPP1R13B,-0.4875226,-0.26366478,-0.3280084,0.2140462,-0.1271476,0.11514454,0.35885334,-0.5522952,-0.9411845,0.1488204,-0.007141841,0.11050226,-0.33174533,-0.10788752,-0.17223115,0.36982346,0.02862966,0.2709218,0.5146306,-0.39651793,-0.78540725,0.30459768,0.14863542,0.26627952
ATRN,0.11661138,0.2695417,0.2715304,0.21604219,0.13728929,0.24474199,0.32344428,0.22358306,-0.18773474,-0.05339149,0.009369574,0.2701128,0.3915987,0.544529,0.5465177,0.4910295,0.4122766,0.5197293,0.5984316,0.49857038,0.08725257,0.22159582,0.2843569,0.5451001
SMOX,-0.5734088,-1.1513292,-1.22472,-0.73371273,-1.2178168,-0.015299172,-0.5988078,-0.38104504,-1.0317602,-1.0038285,-1.1653811,-0.9436291,-0.58556163,-1.1634821,-1.2368729,-0.7458656,-1.2299697,-0.027452044,-0.61096066,-0.39319792,-1.0439131,-1.0159814,-1.177534,-0.95578194
SIGLEC1,-0.36914787,0.032781858,0.40127182,-0.095803045,-0.021586867,-0.32336748,0.42256078,-0.15025176,-0.22457619,-0.32198352,-0.39712337,-0.4616772,-0.57471496,-0.17278522,0.19570474,-0.3013701,-0.22715394,-0.52893454,0.2169937,-0.35581884,-0.43014327,-0.5275506,-0.60269046,-0.66724426
FKBP1A,-0.30455115,-0.0066031935,-0.15747,-0.3000134,-0.21784294,-0.07874558,-0.091334544,-0.21859287,-0.28063434,0.021311324,-0.12748948,-0.33008522,-0.36910987,-0.07116192,-0.22202873,-0.3645721,-0.28240165,-0.1433043,-0.15589327,-0.2831516,-0.34519306,-0.043247398,-0.19204819,-0.39464393
NSFL1C,-0.0829981,-0.07367077,0.09354348,-0.13675407,0.11396515,0.063670225,0.20660815,0.093755454,-0.17112148,0.17739454,-0.026928263,0.05597751,-0.11659071,-0.10726338,0.059950866,-0.17034668,0.08037254,0.030077614,0.17301553,0.060162842,-0.20471409,0.14380193,-0.060520872,0.022384897
DNAAF9,-0.47661942,-0.14825442,-0.2388366,-0.6083295,-0.47163817,-0.30010664,-0.14079295,-0.5059368,-0.6878998,-0.775083,-0.3721666,-0.6466643,-0.3066586,0.021706402,-0.068875775,-0.43836865,-0.30167735,-0.13014582,0.029167876,-0.33597597,-0.517939,-0.6051222,-0.20220578,-0.4767035
ZNF343,-0.65443325,-0.46282575,0.056050923,-0.15144412,0.32774013,-0.47762078,-0.46764913,-0.7499943,-0.68131447,-0.33535612,-0.26797003,0.2514918,-0.38556886,-0.19396135,0.32491532,0.11742027,0.5966045,-0.20875639,-0.19878474,-0.48112988,-0.41245008,-0.06649172,0.0008943677,0.5203562
EBF4,0.054791197,-0.72859377,0.2841443,0.35114837,0.27928695,0.17048503,1.4272456,0.48912767,-0.34886456,0.11129813,0.18242213,0.5562959,0.22733387,-0.5560511,0.45668697,0.52369106,0.4518296,0.3430277,1.5997883,0.6616703,-0.17632188,0.2838408,0.3549648,0.72883856
MAVS,-0.62466204,0.053983893,-0.027095754,-0.31488225,-0.30903837,0.010293913,-0.011090911,-0.12524319,-0.70159155,-0.29078552,-0.09068271,-0.39900205,-0.8137145,-0.1350686,-0.21614824,-0.50393474,-0.49809086,-0.17875858,-0.2001434,-0.31429568,-0.8906441,-0.479838,-0.2797352,-0.58805454
LZTS3,0.12058932,0.28772312,0.35713863,0.1467935,0.4227066,0.86661524,1.4642897,0.23348995,-0.51104033,0.25324416,0.3620158,0.1885854,0.08755183,0.25468564,0.32410115,0.11375601,0.38966912,0.83357775,1.4312521,0.20045245,-0.5440778,0.22020668,0.32897833,0.15554792
F11,0.98586965,0.9014531,1.0326289,1.090315,0.89528954,0.9761641,1.2768567,0.7974947,0.89386076,0.81063545,0.9700718,1.1083893,0.97881836,0.8944018,1.0255777,1.0832638,0.88823825,0.9691128,1.2698054,0.7904434,0.88680947,0.80358416,0.9630205,1.101338
XRN2,0.07628635,0.073348135,0.07731954,-0.051659636,-0.09156559,-0.11857601,-0.20362277,-0.014845528,0.12949917,-0.1096221,-0.06383745,-0.06258923,0.21727866,0.21434043,0.21831185,0.08933266,0.049426712,0.022416286,-0.062630475,0.12614676,0.27049148,0.0313702,0.077154845,0.07840307
KIZ,-0.2139521,-0.18380633,-0.25212607,-0.6539115,-0.42711648,-0.24673586,-0.58979857,-0.1640061,-0.2091024,0.16897246,-0.42495105,-0.5232574,-0.12129676,-0.091151,-0.15947074,-0.5612562,-0.33446115,-0.15408053,-0.49714324,-0.07135077,-0.116447076,0.2616278,-0.33229572,-0.43060204
DYNLL1,0.2362309,-0.0058797426,0.0026552295,0.015311109,-0.055711698,0.010679552,-0.14868367,0.12704979,0.0821145,0.2098932,0.05478537,-0.011247881,0.74674064,0.50462997,0.51316494,0.52582085,0.45479804,0.5211893,0.36182606,0.63755953,0.59262425,0.72040296,0.5652951,0.49926186
TESC,0.15404384,-0.38370863,0.0048114383,-0.1847876,-0.11929579,0.70990354,0.412098,0.094684586,-0.27934754,-0.21828757,-0.16628848,-0.24148318,0.3988872,-0.13886528,0.24965478,0.060055748,0.12554756,0.9547469,0.65694135,0.33952793,-0.03450419,0.026555777,0.07855487,0.0033601671
SNX5,0.3134308,0.07802645,0.15904486,-0.1006016,0.05531933,0.21100998,-0.14319015,-0.022118848,0.21990412,0.29902488,0.12661198,-0.062713526,0.33287793,0.09747361,0.17849202,-0.081154436,0.07476649,0.23045714,-0.12374298,-0.0026716888,0.23935129,0.31847203,0.14605914,-0.043266367
RPL6,-0.06341136,-0.1236889,-0.15878582,-0.2655436,-0.13487591,-0.22645116,-0.36117432,-0.08969011,-0.014435088,-0.07076616,-0.123954065,-0.23313987,0.004652068,-0.05562547,-0.09072239,-0.19748017,-0.06681248,-0.15838772,-0.29311088,-0.021626681,0.05362834,-0.002702728,-0.055890635,-0.16507643
MAPKAPK5,-0.0830379,0.12954958,0.16936795,0.2902047,-0.43352792,0.20173503,0.39296985,-0.33905467,-0.02385162,0.116021104,0.14151987,-0.057426162,0.12419002,0.3367775,0.37659585,0.49743262,-0.2263,0.40896297,0.6001978,-0.13182676,0.1833763,0.323249,0.3487478,0.14980176
P2RX7,0.4146222,0.88764733,0.5330114,0.3993257,0.54617983,0.9098885,0.84559464,0.09160306,0.34503725,0.84577775,0.562138,0.49971572,0.18351102,0.65653616,0.3019002,0.16821453,0.31506866,0.67877734,0.6144835,-0.1395081,0.11392608,0.6146666,0.33102685,0.26860455
ESF1,0.043508813,-0.13933992,-0.16256432,-0.05361659,-0.23862055,-0.14727809,-0.35618642,-0.19641034,0.161978,0.07915436,0.02923176,-0.16220832,0.20503709,0.02218835,-0.0010360479,0.10791168,-0.077092275,0.014250189,-0.19465815,-0.03488207,0.3235063,0.24068263,0.19076003,-0.0006800443
RBBP9,0.319036,0.17600371,0.18322429,0.011028449,0.039213013,-0.045345165,0.12351427,0.02031277,0.15669537,-0.017317338,-0.03997713,0.11125283,0.4436301,0.3005978,0.30781838,0.13562255,0.16380711,0.07924893,0.24810836,0.14490686,0.28128946,0.10727675,0.08461696,0.23584692
ANAPC5,0.053081263,-0.03740982,-0.03637449,-0.17307362,-0.036734253,-0.06860806,0.04629818,-0.15354528,0.06916719,-0.26380324,-0.19781883,-0.0071066506,0.2231758,0.13268471,0.13372004,-0.0029790848,0.13336028,0.101486474,0.21639271,0.01654926,0.23926172,-0.09370871,-0.027724296,0.16298789
SLC23A2,-0.35517454,-0.31113672,-0.08694671,-0.26317883,-0.37094748,-0.5917351,-0.625384,-0.28772682,-0.5594967,-0.4765062,-0.3355482,-0.18773197,-0.36672324,-0.32268542,-0.0984954,-0.27472752,-0.38249618,-0.6032838,-0.6369327,-0.29927552,-0.5710454,-0.4880549,-0.3470969,-0.19928065
SLC8B1,-0.4761531,-0.33620733,-0.26491508,-0.32449594,-0.29567787,-0.018632226,0.052431855,-0.19428712,-0.7097221,-0.87591755,-0.24239208,-0.58220357,-0.44093683,-0.30099106,-0.22969882,-0.28927967,-0.2604616,0.016584035,0.087648116,-0.15907086,-0.67450583,-0.8407013,-0.20717582,-0.5469873
TMEM230,0.30438662,-0.10209341,-0.0044850684,-0.1340416,-0.015913703,-0.13936652,-0.08763149,0.008255306,0.11744988,0.079420075,-0.006494962,0.066916205,0.3198132,-0.08666685,0.010941496,-0.118615046,-0.00048713852,-0.12393996,-0.072204925,0.02368187,0.13287644,0.094846636,0.008931601,0.082342766
DZANK1,-0.43907407,-0.15260828,-0.29582483,-0.37023994,-0.24727541,-0.58645684,-0.57296103,-0.3330507,-0.08311586,-0.05469476,-0.5951961,-0.3076347,-0.3711832,-0.08471739,-0.22793394,-0.30234906,-0.17938453,-0.51856595,-0.50507015,-0.26515982,-0.015224978,0.013196122,-0.52730525,-0.23974383
KDM2B,-0.55269134,-0.42524135,-0.41532576,0.12692837,-0.5246471,-0.1222256,0.05743041,0.31980607,-0.38458535,-0.7742258,-0.5590527,-0.52816635,-0.6761522,-0.54870224,-0.53878665,0.0034674853,-0.648108,-0.24568649,-0.06603048,0.19634518,-0.50804627,-0.89768666,-0.6825136,-0.65162724
TASP1,-0.29061064,-0.04561316,0.081712164,-0.2914107,0.25625816,-0.049479697,0.19063745,-0.058023036,0.07637043,0.060140908,-0.025405066,0.05507421,-0.17762476,0.067372724,0.19469804,-0.17842484,0.36924404,0.063506186,0.30362332,0.054962844,0.18935631,0.17312679,0.087580815,0.1680601
OAS1,0.15964049,-0.23726042,0.51993704,0.10062903,0.099190176,-0.2212364,1.7353545,0.12999736,0.19729191,-0.014089114,-0.56188166,0.058390204,0.028992802,-0.36790812,0.38928935,-0.030018657,-0.031457514,-0.35188407,1.6047069,-0.0006503314,0.06664422,-0.1447368,-0.6925293,-0.07225749
GCN1,-0.57117134,-0.3109012,-0.2069811,-0.5791068,-0.49831206,-0.07202709,0.1990698,-0.41188285,-0.53755647,-0.83963126,-0.42724568,-0.55221045,-0.5299122,-0.269642,-0.16572191,-0.53784764,-0.45705286,-0.030767899,0.24032898,-0.37062365,-0.49629727,-0.7983721,-0.38598648,-0.5109513
RPLP0,-0.13894168,-0.1465921,-0.18844035,-0.023974124,0.01419497,-0.08633639,-0.127294,0.0934225,-0.037281774,-0.13751358,-0.06312066,-0.06505679,-0.17599712,-0.18364754,-0.2254958,-0.061029572,-0.022860479,-0.12339184,-0.16434945,0.056367055,-0.07433722,-0.17456903,-0.10017611,-0.10211224
PXN,-0.8354939,-0.09668527,-0.29357642,-0.51514316,-0.3526262,-0.3541903,-0.31963268,-0.004759283,-1.0061748,-0.500923,-0.3545588,-0.60753626,-1.1684487,-0.42964005,-0.62653124,-0.8480979,-0.68558097,-0.6871451,-0.6525875,-0.33771408,-1.3391296,-0.8338778,-0.6875136,-0.9404911
SIRT4,0.2317796,0.27149263,0.05424394,0.0641586,0.23660097,0.3548702,0.8504415,0.10343318,0.045961194,0.594095,-0.17533416,0.223215,0.42566895,0.46538198,0.24813327,0.25804794,0.43049031,0.5487595,1.0443308,0.2973225,0.23985052,0.7879843,0.01855518,0.41710433
KIF16B,0.02358632,-0.040085632,0.09156008,-0.060164742,-0.18240283,0.0069161374,-0.017235812,-0.12847015,0.004938638,-0.18390974,-0.07537582,0.12363137,0.15523463,0.09156269,0.2232084,0.071483575,-0.050754517,0.13856445,0.1144125,0.0031781644,0.13658695,-0.052261427,0.0562725,0.2552797
TRMT6,-0.181566,-0.34475932,-0.12653169,-0.28503418,-0.10108964,-0.0062311236,-0.10947506,-0.25013238,-0.29297042,-0.14654547,0.036776517,-0.08170155,-0.12179863,-0.28499195,-0.06676432,-0.22526681,-0.04132227,0.05353625,-0.04970769,-0.19036502,-0.23320305,-0.0867781,0.09654389,-0.021934174
PEBP1,0.36797404,0.66457283,0.6523598,0.7662419,0.7318323,0.99617183,1.430101,0.48721036,0.6581992,0.95536876,0.74841315,0.7091487,0.36355466,0.66015345,0.6479404,0.7618225,0.72741294,0.99175245,1.4256817,0.48279098,0.6537798,0.9509494,0.74399376,0.7047293
BRAP,-0.12315215,-0.13065639,-0.1650702,-0.4202489,-0.22648542,-0.025089044,-0.11844273,-0.013006572,-0.14614983,-0.46855927,-0.094636254,-0.31603786,-0.06678218,-0.074286416,-0.10870023,-0.3638789,-0.17011544,0.031280935,-0.06207275,0.043363407,-0.089779854,-0.41218928,-0.038266275,-0.25966787
ERP29,-0.011472184,0.09284405,0.2196022,0.17752275,0.24731056,0.24045937,0.50523955,0.12315737,0.11389656,0.2342728,0.33766016,0.28314131,0.18111166,0.2854279,0.41218603,0.37010658,0.4398944,0.4330432,0.6978234,0.3157412,0.3064804,0.42685664,0.530244,0.47572517
FUS,-0.5820561,-0.3006858,-0.20680621,-0.34421468,-0.6192639,-0.50907445,-0.097022645,-0.18176995,-0.83910674,-0.33492774,-0.11366208,-0.15479906,-0.98800814,-0.7066378,-0.6127582,-0.75016665,-1.0252159,-0.9150264,-0.5029746,-0.58772194,-1.2450588,-0.7408798,-0.5196141,-0.5607511
IGBP1,-0.16953406,-0.11796989,-0.25409973,-0.20388195,-0.06304174,-0.16652545,-0.14699638,-0.21780644,-0.037615005,-0.0973669,-0.35819593,-0.34460413,0.03296046,0.084524624,-0.05160521,-0.0013874322,0.13945279,0.035969064,0.055498138,-0.015311927,0.16487952,0.10512762,-0.15570141,-0.14210962
FXYD5,-0.70124197,-0.3961113,-0.57633907,-0.6163152,-0.28876635,-0.39692885,-0.3751681,-0.20754501,-0.7398468,-0.65278167,-0.47618622,-0.8410515,-0.54376554,-0.23863488,-0.41886264,-0.45883876,-0.13128993,-0.23945242,-0.21769169,-0.050068587,-0.5823704,-0.49530524,-0.3187098,-0.6835751
ZNF302,0.24912702,0.30833447,0.58171135,-0.49716142,-0.12233372,-0.80456364,-0.18958321,-0.52483106,0.011120294,-0.23589589,0.21470757,0.14602728,0.27689126,0.3360987,0.6094756,-0.4693972,-0.09456949,-0.7767994,-0.16181898,-0.49706683,0.038884528,-0.20813166,0.2424718,0.17379151
GRAMD1A,-0.41683298,-0.50219446,-0.5422281,-0.62489724,-0.2809244,-0.36759028,-0.28385484,-0.37378028,-0.54476917,-0.7770189,-0.5769622,-0.92943966,-0.42681494,-0.51217645,-0.5522101,-0.63487923,-0.29090637,-0.37757224,-0.2938368,-0.38376224,-0.55475116,-0.7870009,-0.58694416,-0.93942165
HEPH,-1.2147579,-0.77028775,-0.26748422,-0.8954705,-0.30520165,-1.3648945,-0.5363836,0.43788075,-0.24484521,-0.35550782,-0.25543877,-1.1474783,-0.9380908,-0.49362066,0.00918287,-0.6188034,-0.028534561,-1.0882274,-0.25971654,0.7145479,0.031821877,-0.07884073,0.021228313,-0.8708112
GANAB,-0.3921844,-0.065172374,-0.052949004,-0.2054374,-0.16510022,-0.06762548,0.100970335,-0.019489653,-0.450027,-0.3212675,-0.15736707,-0.16420326,-0.30971703,0.017295003,0.029518373,-0.12297003,-0.08263284,0.014841899,0.1834377,0.062977724,-0.3675596,-0.23880011,-0.07489969,-0.08173588
GMIP,-0.94242257,-0.4306868,0.09698782,-0.27128178,-0.17203684,0.068217345,-0.14558865,-0.3612492,-0.41296044,-0.5181472,-0.45282423,-0.552381,-0.89184594,-0.38011014,0.14756447,-0.22070512,-0.121460184,0.118794,-0.095011994,-0.31067255,-0.36238378,-0.4675705,-0.40224758,-0.50180435
RBM41,0.1514706,0.14468107,0.28799406,0.12285016,-0.26020294,-0.06912696,0.20207538,-0.18129328,-0.2747329,-0.25553492,0.008998958,0.15614522,0.092499346,0.08570981,0.2290228,0.063878894,-0.3191742,-0.12809822,0.14310412,-0.24026453,-0.33370414,-0.31450617,-0.049972303,0.09717396
BIRC5,-0.9855289,0.33002323,0.25020826,0.374039,-0.33790767,-0.18472275,-0.34215665,0.6847035,0.23508285,-0.38947257,0.85192925,0.47672296,-1.0702746,0.24527754,0.16546257,0.2892933,-0.42265338,-0.26946843,-0.42690235,0.5999578,0.15033716,-0.47421825,0.76718354,0.39197725
MLF2,-0.13195749,-0.11333374,-0.06715582,0.06382349,0.07869128,0.24250391,0.4188036,0.060159057,-0.13649386,-0.013582112,-0.029458968,-0.055111352,-0.036775418,-0.01815167,0.028026246,0.15900555,0.17387335,0.33768597,0.5139857,0.15534112,-0.041311793,0.08159996,0.0657231,0.040070716
ZBTB25,0.37717262,-0.1358794,0.23697813,-0.33488435,-0.011981087,-0.72898614,-0.70217866,-0.3953951,-0.3675029,-0.21589723,-0.45470652,-0.11542272,0.67672026,0.16366825,0.5365258,-0.035336703,0.28756654,-0.4294385,-0.402631,-0.09584746,-0.067955256,0.08365041,-0.15515888,0.18412492
NECAP1,0.17403528,-0.36599967,0.057359528,-0.18262511,-0.17423297,-0.12712711,-0.13060144,0.05500501,0.24625972,0.15512954,-0.18145302,-0.08843782,0.18245375,-0.3575812,0.065778,-0.17420664,-0.1658145,-0.11870864,-0.122182965,0.063423485,0.2546782,0.16354801,-0.17303455,-0.08001935
ARHGAP4,0.31752864,-0.42586064,0.091046534,-0.49488148,-0.22703378,0.5772249,-0.23827328,-0.18850487,-0.21392505,-0.041426428,-0.037524406,-0.5566036,0.3214178,-0.42197147,0.0949357,-0.4909923,-0.22314462,0.58111405,-0.23438412,-0.18461572,-0.21003589,-0.037537266,-0.033635244,-0.55271447
ANKRD24,-0.5256727,-0.09180982,-0.15827034,-0.20639232,0.33544552,0.85717255,-0.35380417,0.14568648,0.687251,0.23111214,0.10635959,0.14854975,-0.48271602,-0.04885318,-0.11531371,-0.16343568,0.37840217,0.9001292,-0.31084752,0.18864311,0.7302076,0.27406877,0.14931622,0.19150639
DHX32,-0.00034327648,-0.08159615,-0.038402382,-0.39775434,-0.3710237,0.16138807,0.3322039,-0.23715556,-0.04506966,-0.22191669,-0.22404082,-0.35514608,0.011269376,-0.0699835,-0.02678973,-0.3861417,-0.35941106,0.17300072,0.34381655,-0.2255429,-0.03345701,-0.21030404,-0.21242817,-0.34353343
RCOR1,-0.100854784,-0.16664971,-0.04769866,-0.29844534,-0.31421992,-0.1715223,-0.07823803,-0.1343441,-0.44187132,-0.47386962,-0.2475792,-0.35954908,-0.14247379,-0.20826872,-0.089317665,-0.34006435,-0.35583892,-0.2131413,-0.11985704,-0.1759631,-0.48349032,-0.5154886,-0.28919822,-0.40116808
GPATCH2L,-0.3779875,0.22185779,-0.13167414,-0.7297016,-0.1979256,-0.35051137,0.17661688,-0.12874514,-0.5037142,-0.36474898,-0.3875562,-0.16302726,-0.46254745,0.13729784,-0.21623409,-0.8142615,-0.28248554,-0.43507132,0.09205694,-0.21330509,-0.5882741,-0.44930893,-0.47211614,-0.2475872
LTBP4,-1.1260339,-0.83277994,-0.8549058,-0.9470552,-1.0225058,-1.4934131,-0.5426694,-0.35748142,-1.4106799,-1.4114302,-0.86697316,-1.2983154,-1.123871,-0.8306171,-0.8527429,-0.94489235,-1.0203428,-1.4912502,-0.54050654,-0.35531855,-1.408517,-1.4092673,-0.8648103,-1.2961525
BLVRB,0.23415075,0.1240703,0.23693903,0.45889997,0.46471354,0.42869058,0.38462937,0.42053464,0.47547954,0.3666069,0.211972,0.10147069,-0.031045005,-0.14112546,-0.02825673,0.19370422,0.19951779,0.16349483,0.11943361,0.15533888,0.21028379,0.101411134,-0.05322376,-0.16372508
SLC9A1,-1.4951272,-0.69278157,-0.752291,-1.0151017,-0.93712085,-0.9318232,-0.9839091,-0.42849278,-1.3960019,-0.5702292,-1.0647466,-1.2232436,-1.560393,-0.75804734,-0.8175568,-1.0803674,-1.0023867,-0.99708897,-1.0491749,-0.4937586,-1.4612677,-0.63549495,-1.1300124,-1.2885094
SPTLC1,-0.23151307,-0.26088467,-0.18851882,-0.52813387,-0.6130475,-0.5328239,-0.5904017,-0.43605202,-0.29843768,-0.3999753,-0.4491371,-0.5896754,-0.20964615,-0.23901775,-0.1666519,-0.50626695,-0.59118056,-0.510957,-0.5685348,-0.4141851,-0.27657077,-0.37810838,-0.42727017,-0.5678085
PAPOLA,0.3095172,0.11405275,0.10668266,0.020287324,0.06331997,-0.16201317,-0.021306453,0.0010630757,0.23013057,-0.055788383,0.0019346019,0.08465633,0.2720123,0.07654783,0.06917773,-0.017217599,0.025815051,-0.1995181,-0.058811374,-0.036441848,0.19262564,-0.09329331,-0.03557032,0.047151405
CCNK,-0.4908417,-0.11696038,-0.26602998,-0.27729055,-0.34199035,-0.3243875,-0.3397105,-0.15432037,-0.7555224,-0.5557919,-0.12547371,-0.24891293,-0.73371613,-0.3598348,-0.5089044,-0.52016497,-0.58486474,-0.56726193,-0.5825849,-0.3971948,-0.99839675,-0.79866636,-0.36834812,-0.49178734
PCBP4,-0.22852392,-0.25476047,0.1665179,-0.15948558,0.09527897,0.2415534,0.27021027,0.119607046,-0.8920725,-0.45597908,-0.16562301,-0.36116976,-0.17636195,-0.2025985,0.21867988,-0.1073236,0.14744094,0.29371536,0.32237226,0.17176902,-0.8399105,-0.40381712,-0.11346103,-0.30900776
RGS1,0.16429526,-0.20102853,-0.21778515,0.17091313,0.25335515,-0.03267208,-0.43064216,-0.14645272,0.28087622,-0.5988213,-0.38954157,0.30824125,0.67979264,0.31446886,0.29771224,0.68641055,0.76885253,0.4828253,0.08485523,0.36904466,0.7963736,-0.083323896,0.12595582,0.82373863
YPEL3,-0.45039704,-0.44452477,-0.38648504,-0.15886974,-0.1642392,0.0044809696,0.20989469,0.027470607,-0.7572359,-0.2338661,-0.10117163,-0.18647325,-0.41647837,-0.4106061,-0.35256636,-0.12495105,-0.1303205,0.03839966,0.24381338,0.061389297,-0.7233172,-0.1999474,-0.067252934,-0.15255456
MRPS33,0.360876,0.26164606,0.1106247,0.07559007,0.010327201,-0.028708449,-0.26085222,0.12442189,0.44741598,0.33207822,0.24665146,0.1253577,0.4099701,0.31074017,0.15971881,0.124684185,0.05942132,0.02038567,-0.2117581,0.173516,0.4965101,0.38117233,0.29574558,0.17445183
NDUFB2,0.04163654,-0.22372966,-0.16085081,0.3368396,0.22653428,0.0049501033,0.3381338,0.26786,0.21488488,-0.031387128,0.033763878,0.2047825,-0.006980676,-0.27234688,-0.20946802,0.28822237,0.17791706,-0.043667115,0.2895166,0.21924278,0.16626766,-0.08000435,-0.01485334,0.15616529
NUDC,-0.14071567,-0.042606957,-0.029438537,-0.26118296,-0.114728555,0.22281812,0.2662251,-0.054067004,-0.24340762,0.25135767,0.08999948,-0.12637351,-0.16550732,-0.06739861,-0.054230187,-0.28597462,-0.1395202,0.19802648,0.24143344,-0.07885866,-0.26819927,0.22656602,0.06520783,-0.15116516
MAEA,-0.32561138,-0.17020544,-0.19522795,-0.28271413,-0.22476307,-0.016586946,0.06723164,-0.17597277,-0.20913589,-0.18305756,-0.13353515,-0.37683448,-0.26298988,-0.107583925,-0.13260643,-0.22009261,-0.16214155,0.046034575,0.12985316,-0.113351256,-0.14651437,-0.12043604,-0.07091363,-0.31421298
ICAM1,0.3388745,-0.23885632,-0.2374754,-0.27501872,0.044170506,-0.16432726,-0.38763246,-0.14226465,-0.0062877387,-0.34809348,-0.50609446,-0.37676114,0.52478236,-0.052948445,-0.051567525,-0.08911085,0.23007837,0.021580607,-0.20172459,0.04364322,0.17962013,-0.16218561,-0.3201866,-0.19085327
STRN4,-0.77347636,-0.5542236,-0.39048818,-0.3162748,-0.5578165,-0.1453212,0.051746994,-0.24045521,-0.91093904,-0.43404546,-0.4068808,-0.30067033,-0.69968337,-0.48043063,-0.3166952,-0.24248183,-0.48402354,-0.07152823,0.12553996,-0.16666225,-0.83714604,-0.3602525,-0.33308783,-0.22687736
IRAK3,-1.1718693,-0.42149848,-0.5903262,-1.2810645,-0.6258636,-0.8785531,-0.82468003,-0.76066196,-1.1249022,-1.27995,-0.24748251,-0.49519965,-1.1789758,-0.42860496,-0.5974327,-1.288171,-0.6329701,-0.8856596,-0.8317865,-0.76776844,-1.1320088,-1.2870566,-0.254589,-0.50230616
LYZ,-0.7374706,0.14750211,-0.5335881,-0.4195869,-0.37680256,-0.017063756,-0.12071715,-0.6360651,-0.3162401,-0.1010587,-0.370992,-0.51521224,-0.52670497,0.35826775,-0.32282245,-0.20882125,-0.16603692,0.1937019,0.09004849,-0.42529947,-0.10547446,0.109706946,-0.16022636,-0.30444658
MUL1,-0.40282583,-0.28088638,-0.18738495,-0.25312325,-0.2232744,0.11323169,0.07712562,-0.32218835,-0.16694632,-0.44359887,-0.16064139,-0.3672796,-0.30690432,-0.18496487,-0.09146344,-0.15720174,-0.1273529,0.2091532,0.17304713,-0.22626683,-0.07102481,-0.34767735,-0.06471988,-0.27135807
TFAP4,-0.40628716,-0.54352045,-0.4199316,-0.3341168,-0.43331268,-0.50548816,-0.3976884,0.09586684,-0.29035798,-0.16522154,-0.34880215,-0.14669263,-0.24030702,-0.3775403,-0.25395143,-0.16813664,-0.26733255,-0.339508,-0.23170824,0.261847,-0.12437783,0.0007586032,-0.182822,0.019287512
PDCD7,0.0004386107,-0.3262764,-0.24597473,-0.38316256,-0.20437661,0.018917743,-0.06971656,-0.11719658,-0.17167191,0.041803453,-0.18922922,-0.31992576,0.15192656,-0.17478845,-0.09448679,-0.23167461,-0.05288866,0.17040569,0.08177139,0.034291364,-0.020183966,0.1932914,-0.037741274,-0.16843781
