,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
ME1,-0.016039157,0.5674425,0.4235932,0.29007983,0.44265878,0.76329714,0.6560749,-0.16247886,0.7750288,0.48258916,0.5390558,0.14148507,-0.11684514,0.46663648,0.32278723,0.18927385,0.34185278,0.66249114,0.5552689,-0.26328486,0.6742228,0.3817832,0.43824983,0.040679082
TBC1D1,-0.30890325,-0.04841693,0.21041347,-0.16227792,0.12307695,0.16033247,0.97663623,-0.1434271,-0.11817973,-0.16471758,-0.037003875,-0.2657396,-0.20143852,0.0590478,0.3178782,-0.05481319,0.23054168,0.2677972,1.084101,-0.035962373,-0.010715,-0.057252854,0.070460856,-0.15827486
CDK13,-0.38477907,-0.42363915,-0.035910357,-0.64418346,-0.43848673,-0.29944775,0.041237958,-0.33738583,-0.7514408,-0.6729088,-0.47510296,-0.4478834,-0.37543434,-0.41429442,-0.026565624,-0.6348387,-0.429142,-0.29010302,0.050582692,-0.3280411,-0.74209607,-0.663564,-0.46575823,-0.43853867
MTHFD2,-1.4582261,-1.169382,-0.67943704,-1.0250502,-0.63918346,-1.7426805,-1.94805,-0.31560493,-0.83543664,-1.6345806,-0.8460084,-1.1300758,-1.3096281,-1.020784,-0.5308391,-0.8764522,-0.4905855,-1.5940826,-1.7994521,-0.16700697,-0.6868387,-1.4859827,-0.69741046,-0.98147786
SLC9A7,-0.5580351,0.24190311,-0.020173585,-0.5258704,-0.4752151,-0.12380663,-0.21830449,-0.20241211,-0.7757936,-0.5805068,-0.55186296,-0.7661554,-0.5305108,0.26942742,0.007350713,-0.4983461,-0.4476908,-0.09628233,-0.1907802,-0.17488782,-0.7482693,-0.5529825,-0.52433866,-0.7386311
FOXJ2,-0.6395117,-0.27285832,-0.094733246,-0.47641984,-0.5894502,-0.5416942,-0.2129105,-0.1860663,-0.8602626,-0.9228557,-0.5292606,-0.5886356,-0.73752105,-0.37086767,-0.19274262,-0.5744292,-0.6874595,-0.6397036,-0.31091988,-0.28407568,-0.9582719,-1.0208651,-0.6272699,-0.686645
YBX1,-0.19541928,-0.2148435,-0.17198351,-0.2947457,-0.046456296,-0.18629849,-0.15255962,-0.09247167,-0.12018101,-0.18256862,-0.18062383,-0.32477334,-0.2024774,-0.22190161,-0.17904162,-0.30180383,-0.053514414,-0.1933566,-0.15961774,-0.09952979,-0.12723912,-0.18962674,-0.18768194,-0.33183146
PDE4A,-0.8757555,-0.36836573,-0.31183106,-0.39031234,-0.28707114,-0.2999391,0.25786957,-0.24169339,-0.7536249,-0.5507415,-0.21409762,-0.7771056,-1.0146044,-0.50721467,-0.45068002,-0.5291613,-0.42592007,-0.43878806,0.119020626,-0.38054234,-0.8924739,-0.68959045,-0.35294658,-0.9159546
PPP2R5A,0.2831074,0.39557788,0.23414747,0.3101597,0.511973,0.36563042,0.343932,0.1915311,0.28827342,0.5117312,0.43740445,0.38442224,0.26175237,0.37422284,0.21279244,0.28880468,0.490618,0.3442754,0.32257697,0.17017607,0.2669184,0.49037617,0.41604942,0.3630672
ELAVL1,-0.3575006,0.1997698,0.0054007443,-0.13010111,-0.13404597,0.23680802,0.045467958,-0.050653756,-0.15292571,0.17625672,0.04543152,-0.10923377,-0.41831142,0.13895899,-0.055410054,-0.19091192,-0.19485676,0.17599723,-0.015342839,-0.11146455,-0.2137365,0.11544592,-0.015379276,-0.17004457
TIE1,-0.96468735,-0.8812695,-0.53951055,-0.40452805,-0.66800725,-0.6932276,-0.61855394,-0.66574645,-1.1311632,-0.51038015,0.41634578,-0.7938601,-0.9408342,-0.8574164,-0.5156574,-0.38067493,-0.64415413,-0.66937447,-0.5947008,-0.6418933,-1.1073102,-0.48652703,0.4401989,-0.77000695
DIP2B,-0.15950347,0.2455603,0.20189697,-0.0061153974,-0.23579112,0.086694025,0.19195361,-0.049759436,-0.31755477,-0.58172685,-0.10056097,-0.24226122,-0.13166654,0.27339724,0.2297339,0.02172153,-0.20795418,0.11453095,0.21979055,-0.021922508,-0.28971785,-0.55388993,-0.072724044,-0.21442428
SMARCD1,-0.50154454,-0.20111877,-0.16146715,-0.5392864,-0.42265093,0.05912388,0.105323285,0.0007120514,-0.54346263,-0.3851261,-0.28589833,-0.23811774,-0.5532175,-0.25279173,-0.2131401,-0.5909593,-0.4743239,0.0074509233,0.053650327,-0.050960906,-0.59513557,-0.43679908,-0.3375713,-0.2897907
KDM4A,-0.21379587,0.13964921,-0.05972415,-0.21324039,-0.018801851,3.1659532e-05,-0.101418205,0.1693261,-0.17045929,-0.4755,-0.12591814,-0.10787465,-0.14281058,0.2106345,0.011261132,-0.1422551,0.052183427,0.07101694,-0.030432925,0.24031138,-0.099474005,-0.4045147,-0.054932855,-0.036889367
NFYC,-0.113616824,0.057337943,-0.17707032,0.001456204,-0.04911379,0.15086706,0.22840217,-0.02602641,-0.12912892,-0.30911607,-0.204344,-0.16633834,-0.11201674,0.05893803,-0.17547023,0.003056291,-0.047513705,0.15246715,0.23000225,-0.024426322,-0.12752883,-0.30751598,-0.20274392,-0.16473825
ZMYND12,0.27774462,1.0386683,0.68173134,0.41741222,0.63766825,0.079006486,0.7699027,0.097688474,0.5892638,1.0299003,0.9172912,0.38569096,0.1886375,0.9495611,0.5926242,0.3283051,0.5485611,-0.01010064,0.68079555,0.008581348,0.50015664,0.94079316,0.8281841,0.29658383
SLC9A3,-0.24560346,0.00414288,0.12635863,0.02172581,0.03273709,-0.25134316,-0.030635608,0.36887932,-0.12796563,-0.14595744,-0.14738265,-0.07497238,-0.23892644,0.010819895,0.13303564,0.028402824,0.039414108,-0.24466614,-0.023958594,0.37555632,-0.12128861,-0.13928042,-0.14070563,-0.06829537
NGEF,0.27621397,0.17054227,0.24253449,0.12510432,0.17347398,0.22898437,0.5733569,-0.032224733,0.023819245,0.15398638,0.27623975,0.6136327,0.25670832,0.15103662,0.22302884,0.10559868,0.15396833,0.20947874,0.5538513,-0.051730376,0.004313603,0.13448074,0.2567341,0.59412706
ASPM,0.048555914,0.2763299,1.0603187,0.60609466,0.6037123,0.0045719994,0.14798532,1.2654448,0.8734803,-0.2068012,0.50191444,0.58092403,0.043959472,0.27173346,1.0557222,0.6014982,0.59911585,-2.4443492e-05,0.14338888,1.2608483,0.86888385,-0.21139765,0.497318,0.57632756
CD84,-0.3953098,0.47822192,0.10266106,-0.4063708,-0.115359485,-0.02816738,-0.48780474,-0.1657403,0.06490601,0.072230555,-0.29957673,-0.5482396,-0.35660815,0.5169236,0.14136273,-0.36766914,-0.07665782,0.010534285,-0.4491031,-0.12703863,0.10360767,0.110932216,-0.26087508,-0.50953794
ELOVL1,-0.39869207,-0.0725811,-0.059699953,-0.20300296,-0.044912115,0.11903348,0.38193735,-0.039343845,-0.28516316,-0.0682504,-0.019915821,-0.38414627,-0.43140653,-0.105295554,-0.09241441,-0.23571742,-0.07762657,0.086319014,0.3492229,-0.072058305,-0.31787762,-0.10096486,-0.052630283,-0.41686073
SPI1,-0.20307833,-0.23998642,-0.4836829,-0.07957493,-0.0012326058,-0.104306675,-0.44012746,-0.22949013,-0.022202156,-0.4821194,-0.8373954,-0.38917473,-0.2204418,-0.2573499,-0.50104636,-0.0969384,-0.01859608,-0.12167015,-0.45749092,-0.2468536,-0.03956563,-0.49948287,-0.8547589,-0.4065382
ZBTB11,0.084077984,0.30905113,0.3309473,-0.3210755,-0.01666814,-0.30989063,-0.0045070057,-0.22520569,-0.08215437,-0.59199727,0.2628352,-0.007163416,0.100096524,0.32506967,0.34696585,-0.30505696,-0.0006496012,-0.2938721,0.011511534,-0.20918715,-0.06613583,-0.57597876,0.27885374,0.008855123
ATXN3,-0.107157245,0.40017214,0.21924919,-0.17269407,0.019341817,-0.3486603,-0.16028659,-0.09289888,0.20728451,0.09012812,-0.027522288,0.22191057,-0.055186387,0.452143,0.27122006,-0.12072322,0.07131267,-0.29668942,-0.108315736,-0.040928025,0.25925538,0.14209898,0.02444857,0.27388144
GOLGA5,0.015479083,0.033106,0.053832233,0.028860606,-0.115200594,-0.30945876,0.120282605,-0.02107698,0.19676192,-0.07493558,-0.21016252,-0.012474657,0.053963877,0.071590796,0.09231703,0.067345396,-0.0767158,-0.27097398,0.1587674,0.017407814,0.23524672,-0.036450785,-0.17167772,0.026010137
FGFR2,0.56993246,0.9479979,0.90255183,1.0259397,0.3937801,1.3022717,0.74824065,0.8938377,0.4289204,0.8729012,0.7046257,0.87272364,0.41533786,0.7934033,0.7479572,0.8713451,0.2391855,1.1476771,0.59364605,0.7392431,0.2743258,0.7183066,0.5500311,0.71812904
LRRC40,0.64923805,0.2455251,0.35578018,0.21915044,-0.18706363,0.05561203,-0.104254015,0.16576871,0.7296104,0.2737746,0.1835051,-0.16099529,0.6801206,0.27640766,0.38666272,0.250033,-0.1561811,0.08649458,-0.07337147,0.19665125,0.7604929,0.30465713,0.21438766,-0.13011274
ISOC1,0.46912113,0.3202993,0.33705533,0.40370527,0.25753984,0.306031,0.33740178,0.37709513,0.57566273,0.53522086,0.28967133,0.4278693,0.44885805,0.30003622,0.31679225,0.3834422,0.23727676,0.2857679,0.3171387,0.35683206,0.55539966,0.5149578,0.26940826,0.4076062
EML1,-0.6286298,0.31345809,-0.5065459,-0.788936,-0.7198771,-0.9758159,-0.6683367,-0.26787212,-1.4394977,-0.624623,-0.42578578,-1.1739135,-0.5285287,0.4135592,-0.4064448,-0.6888349,-0.619776,-0.8757148,-0.5682356,-0.16777101,-1.3393966,-0.5245219,-0.32568467,-1.0738124
TRMT11,0.5647267,-0.040661175,0.241323,0.0373368,-0.030029736,-0.12357025,-0.005831145,-0.1449313,0.34214017,0.03788921,0.13895087,-0.12166904,0.5935446,-0.0118432585,0.27014092,0.06615472,-0.0012118202,-0.094752334,0.022986772,-0.11611339,0.3709581,0.06670713,0.16776879,-0.092851125
THUMPD1,0.22968574,-0.07073701,0.2953156,-0.04484711,-0.23915751,-0.27095878,-0.058999326,-0.15423207,0.20859417,-0.34511116,0.110224344,-0.18595658,0.2506045,-0.049818236,0.31623438,-0.023928333,-0.21823874,-0.25004,-0.03808055,-0.1333133,0.22951294,-0.32419237,0.13114312,-0.16503781
MSANTD3,-0.12248897,-0.4136092,-0.34667084,-0.43103594,-0.46273804,-0.24220085,-0.29505733,-0.28724474,-0.30389687,-0.5586134,-0.39501974,-0.5679012,-0.16497464,-0.4560949,-0.38915652,-0.47352162,-0.5052237,-0.28468654,-0.337543,-0.32973042,-0.34638256,-0.6010991,-0.43750542,-0.61038685
ATG2B,0.24104163,-0.11505151,0.30805156,-0.39695036,0.04815696,-0.62582725,0.24318635,0.030983856,-0.05969967,-0.44675556,-0.26855934,-0.19077842,0.21920261,-0.13689053,0.28621253,-0.4187894,0.026317935,-0.6476663,0.22134733,0.00914483,-0.08153869,-0.46859458,-0.29039836,-0.21261744
ARFGEF1,-0.17090604,0.07311318,-0.04786971,-0.21065673,-0.3164578,-0.3293925,0.056781445,-0.481063,-0.6391575,-0.2270444,-0.13029209,-0.4855581,-0.19978,0.044239223,-0.07674367,-0.2395307,-0.34533176,-0.35826644,0.027907485,-0.509937,-0.66803145,-0.25591835,-0.15916605,-0.5144321
ACSM2B,1.4684284,1.7569029,1.8353941,1.8207273,1.7475233,1.6842241,1.9445784,1.5734842,1.7372874,1.7801516,1.7563906,1.9417713,1.5492922,1.8377668,1.916258,1.9015912,1.8283871,1.765088,2.0254424,1.654348,1.8181512,1.8610154,1.8372544,2.0226352
ZFAT,-0.43654945,-0.25545794,0.15646133,-0.8734023,-0.25541818,-0.29634413,1.1139454,-0.5699025,-0.15028597,-0.72769135,0.009483501,-0.29409078,-0.41628024,-0.23518871,0.17673056,-0.8531331,-0.23514895,-0.27607492,1.1342146,-0.54963326,-0.13001674,-0.70742214,0.029752726,-0.27382156
MTFR1,-0.07651087,0.2545371,0.1030701,0.306897,0.043163564,0.0051853396,0.012901752,0.053551637,0.22195144,-0.020592466,0.23225653,0.3942129,-0.039772794,0.29127517,0.13980818,0.34363508,0.079901636,0.041923415,0.04963983,0.09028971,0.25868952,0.01614561,0.2689946,0.43095097
STAG3,0.027314657,-0.5559029,-0.31601608,-0.14497471,-0.6462638,-0.29423565,-0.12881641,-0.13155638,-0.092682324,-0.75528294,-0.29224718,-0.06458715,-0.0031441879,-0.58636177,-0.34647492,-0.17543355,-0.67672265,-0.32469448,-0.15927526,-0.16201523,-0.12314117,-0.7857418,-0.322706,-0.095046
FECH,-0.16589357,0.28548968,-0.23153007,-0.22210145,0.20231974,-0.04432051,-0.2477542,0.25718775,0.13085774,-0.058279756,-0.11897018,0.18865079,-0.14120157,0.31018168,-0.20683807,-0.19740945,0.22701174,-0.019628508,-0.2230622,0.28187975,0.15554973,-0.033587754,-0.09427818,0.21334279
MYO9A,-0.14638194,-0.8226927,0.49587372,-0.5488619,-0.77324533,-1.1522548,-0.33903795,-0.23335923,-0.6871213,-1.1901999,-0.5342316,-0.50130457,-0.09448086,-0.7707916,0.5477748,-0.49696082,-0.72134423,-1.1003537,-0.28713685,-0.18145815,-0.63522017,-1.1382987,-0.4823305,-0.44940346
DDX3Y,0.26469085,-0.2553802,0.5853943,-0.22724487,-0.22950673,-0.32412437,0.20121722,-0.27135256,-0.28489828,-0.6764273,-0.013002252,-0.55997735,0.29470202,-0.22536905,0.6154055,-0.1972337,-0.19949557,-0.2941132,0.23122838,-0.2413414,-0.2548871,-0.6464161,0.017008916,-0.5299662
PFKP,-0.27636322,-0.25802147,0.14886704,-0.56968194,-0.53037375,-0.6953142,0.035675697,0.052775353,-0.8880665,-0.8129972,-0.64494866,-0.6516249,-0.26406494,-0.24572319,0.16116533,-0.55738366,-0.51807547,-0.68301594,0.047973976,0.06507363,-0.8757682,-0.80069894,-0.6326504,-0.63932663
IDI1,0.9212853,1.3325866,1.1401708,1.4948623,1.4700265,1.31372,1.1161166,1.1363413,1.8176237,1.5329504,1.3852484,1.6008672,0.91341215,1.3247135,1.1322976,1.4869891,1.4621533,1.3058468,1.1082435,1.1284682,1.8097506,1.5250772,1.3773752,1.592994
SP100,0.4558342,0.021920884,0.35113218,-0.116496824,-0.049774442,-0.2151104,0.18365207,-0.28762454,0.08344492,-0.22837438,-0.07564876,-0.026726771,0.5024734,0.06856011,0.39777142,-0.0698576,-0.0031352155,-0.16847119,0.2302913,-0.2409853,0.13008416,-0.18173516,-0.029009536,0.019912455
KLF6,-0.47369403,0.35868543,-0.023193028,0.07872954,-0.4057934,0.4687614,-0.0076231994,0.23120575,-0.45045373,0.47061947,0.07767115,0.113622546,-0.6518657,0.18051374,-0.20136473,-0.099442154,-0.58396506,0.29058972,-0.18579489,0.053034052,-0.6286254,0.29244778,-0.10050055,-0.06454915
PLPP1,0.09739309,-0.2674942,-0.21443848,-0.2009055,-0.10908259,-0.02682739,0.33593193,-0.32197225,0.029283285,-0.08460432,-0.010941632,-0.3953723,0.09308232,-0.27180496,-0.21874925,-0.20521627,-0.11339335,-0.031138156,0.33162117,-0.326283,0.024972519,-0.08891509,-0.015252398,-0.39968306
NEO1,-0.16868529,-0.09702783,-0.19471386,-0.79777575,-0.6625133,-0.5087761,-0.14232112,-0.25032717,-0.8756502,-0.87730104,-0.20179436,-0.65655637,-0.20375276,-0.13209529,-0.22978133,-0.8328432,-0.69758075,-0.54384357,-0.1773886,-0.28539464,-0.91071767,-0.9123685,-0.23686182,-0.6916238
TRAM1,0.36774778,-0.437569,-0.047581278,-0.26326236,-0.350394,-0.49614173,-0.43778056,-0.22240174,0.0915223,-0.4350182,-0.29357344,-0.383743,0.3117771,-0.49353966,-0.10355194,-0.31923303,-0.40636468,-0.5521124,-0.49375123,-0.2783724,0.03555164,-0.49098888,-0.3495441,-0.43971366
PHKA1,-0.71608007,0.281953,0.5973271,-0.021386508,0.055935767,0.013165083,-0.047967326,-0.009142744,-0.3071928,-0.13603333,0.22179104,-0.34864938,-0.68139446,0.3166386,0.6320127,0.013299078,0.09062135,0.04785067,-0.01328174,0.02554284,-0.27250722,-0.101347744,0.25647664,-0.3139638
TNFRSF1A,-0.6087864,-0.13339296,-0.20272514,-0.29673997,-0.14105278,-0.271351,-0.49621442,-0.20779029,-0.5280234,-0.32737014,-0.3313882,-0.48066765,-0.5935109,-0.1181175,-0.18744968,-0.28146452,-0.12577732,-0.25607556,-0.48093897,-0.19251482,-0.51274794,-0.3120947,-0.31611276,-0.4653922
EVI5,-0.47069964,-0.13514465,-0.17355004,-0.14647172,0.037643842,-0.6096358,-0.6011997,-0.05836728,-0.32670224,-0.8667086,-0.1663052,-0.21980917,-0.49807405,-0.16251908,-0.20092447,-0.17384616,0.010269415,-0.6370102,-0.62857413,-0.085741706,-0.35407665,-0.894083,-0.19367963,-0.2471836
STOML1,0.04752753,-0.43714774,-0.068274945,-0.5257222,0.10549729,-0.124713816,-0.01885403,-0.17914578,-0.40313485,-0.47224635,-0.3022417,-0.69061685,0.11476342,-0.36991185,-0.001039058,-0.45848632,0.17273319,-0.05747793,0.048381858,-0.111909896,-0.33589897,-0.40501046,-0.23500583,-0.62338096
PKM,-1.0119919,-0.3297746,-0.042783305,-0.852544,-0.38181224,-0.40890083,-0.30087277,-0.022033606,-0.85115016,-0.7391458,-0.59042794,-1.0015091,-1.0313252,-0.34910792,-0.062116638,-0.8718774,-0.40114558,-0.42823416,-0.3202061,-0.041366942,-0.8704835,-0.7584792,-0.6097613,-1.0208424
DHX29,-0.09124812,0.076499395,0.1306664,-0.014044594,-0.08571627,-0.096279465,0.0644593,0.0148977535,0.10806464,-0.037094846,-0.050965544,-0.13033377,-0.08208126,0.085666254,0.13983326,-0.004877737,-0.07654941,-0.087112606,0.07362616,0.024064612,0.117231496,-0.02792799,-0.04179869,-0.12116691
DNTTIP2,0.15217152,0.058616813,-0.14042903,-0.5012723,-0.11708255,-0.19487791,-0.4849062,-0.09834469,0.19621475,-0.26889244,-0.02329664,-0.33479592,0.20810841,0.114553705,-0.08449215,-0.44533542,-0.06114566,-0.13894102,-0.4289693,-0.0424078,0.25215164,-0.21295555,0.032640252,-0.27885902
METTL22,-0.39982206,-0.62659156,-0.19185023,-0.59509444,-0.4614938,-0.43079612,-0.15840642,-0.29134545,-0.5474824,-0.67304724,-0.33158362,-0.53698796,-0.3690413,-0.59581083,-0.16106948,-0.5643137,-0.43071303,-0.40001535,-0.12762567,-0.26056468,-0.51670164,-0.6422665,-0.30080286,-0.5062072
TP53BP1,-0.59968734,-0.7691591,-0.06944885,-0.986423,-0.6621297,-0.8977778,-0.6570475,-0.2635295,-1.2060697,-0.85088736,-0.9019672,-1.1563894,-0.6468536,-0.81632537,-0.116615124,-1.0335892,-0.709296,-0.9449441,-0.7042138,-0.31069577,-1.2532359,-0.89805365,-0.9491335,-1.2035556
TRO,-1.4125437,-0.64953476,-0.32165942,-1.1938413,-0.77993643,-1.3880554,-0.6918408,-0.039360557,-1.2878122,-1.2280151,-1.2901684,-0.8343491,-1.3444152,-0.58140624,-0.25353092,-1.1257129,-0.71180797,-1.319927,-0.6237123,0.02876794,-1.2196838,-1.1598866,-1.2220399,-0.76622057
RRP15,-0.61475575,0.094825484,-0.12666224,-0.4050775,-0.12326797,-0.2378572,-0.54710495,0.088762246,0.026520994,0.09218588,0.061242048,-0.8273772,-0.5422137,0.16736758,-0.05412014,-0.3325354,-0.05072587,-0.16531509,-0.47456285,0.16130435,0.0990631,0.16472799,0.13378415,-0.7548351
RHOA,-0.35790715,-0.14213334,-0.09785457,-0.38030124,-0.22764753,-0.25435185,-0.27721125,-0.22396407,-0.27473882,-0.16335191,-0.17457466,-0.4271259,-0.38984197,-0.17406817,-0.1297894,-0.41223606,-0.25958234,-0.28628668,-0.30914608,-0.2558989,-0.30667365,-0.19528674,-0.20650949,-0.45906073
DHX8,-0.44669685,-0.34885615,-0.14497666,-0.5820775,-0.42657602,-0.22486745,-0.17421012,-0.22885893,-0.37279195,-0.49409938,-0.23514034,-0.36684883,-0.33804807,-0.24020737,-0.036327884,-0.47342873,-0.31792724,-0.11621867,-0.06556134,-0.120210156,-0.26414317,-0.3854506,-0.12649156,-0.25820005
PRKCZ,0.18302953,0.462556,0.19718081,0.19633247,0.16332774,0.8415444,0.92930627,0.06916347,-0.12430508,0.41032025,0.33873162,0.13958739,0.28009558,0.55962205,0.29424685,0.2933985,0.2603938,0.93861043,1.0263723,0.16622952,-0.027239032,0.5073863,0.43579766,0.23665343
ZFY,0.15089917,-0.2501433,0.17971423,-0.13747308,-0.12972035,-0.19748731,0.20372735,-0.11073359,0.14035198,-0.380264,0.06525225,-0.14149845,0.17071053,-0.23033193,0.1995256,-0.11766171,-0.109908976,-0.17767593,0.22353873,-0.09092222,0.16016334,-0.36045265,0.08506362,-0.12168708
IARS2,0.08465371,0.030579045,0.1482097,-0.018052194,0.019762024,0.0022564933,0.10803679,-0.042424884,0.17619362,0.123386435,0.16106097,0.030081026,0.10695364,0.052878976,0.17050964,0.004247736,0.042061955,0.024556424,0.13033672,-0.020124953,0.19849356,0.14568636,0.1833609,0.052380957
SYT1,-1.3570696,-0.6378319,0.10173147,-0.7827509,-0.7346619,-1.1534799,-1.2361039,0.059010632,-0.97845966,-0.7442942,-1.0352128,-0.72611207,-1.2626941,-0.54345644,0.196107,-0.68837535,-0.6402863,-1.0591044,-1.1417284,0.15338615,-0.8840841,-0.6499187,-0.94083726,-0.6317365
NAV3,-0.8238471,-0.06536432,-0.06423219,-0.91354233,-1.1766105,-1.1331507,-0.59456754,0.19085461,-1.3931073,-1.1174527,-0.31053615,-1.762512,-0.8356904,-0.07720761,-0.07607548,-0.9253856,-1.1884538,-1.144994,-0.6064108,0.17901133,-1.4049506,-1.1292961,-0.32237944,-1.7743553
IDH3G,-0.28715283,-0.05329623,-0.08548549,-0.04589598,0.011782409,0.34026948,0.2694334,-0.017518857,-0.24418712,0.12273704,0.03442265,-0.0033451738,-0.29866174,-0.064805135,-0.09699439,-0.057404887,0.0002735015,0.32876056,0.2579245,-0.029027764,-0.25569603,0.11122814,0.022913743,-0.014854081
ROGDI,-0.1989586,-0.0813541,-0.055855397,-0.022384267,0.34048253,0.2399615,0.7355837,0.2434666,-0.042114973,0.18892449,-0.20369671,-0.055059396,-0.13137928,-0.01377476,0.011723939,0.04519507,0.40806186,0.30754083,0.80316305,0.31104594,0.025464363,0.25650382,-0.13611737,0.012519941
PDZD4,-0.5158138,-0.5088048,-0.5079386,-0.573385,-0.43368796,-0.573385,-0.3472711,-0.51414704,-0.573385,-0.573385,-0.5180389,-0.573385,-0.56821996,-0.56121093,-0.56034476,-0.62579113,-0.48609406,-0.62579113,-0.39967722,-0.5665532,-0.62579113,-0.62579113,-0.57044506,-0.62579113
ROCK1,-0.22823425,-0.21757402,-0.13825117,-0.4508008,-0.48673353,-0.3744527,-0.25288698,-0.31272012,-0.4158719,-0.5130081,-0.1954381,-0.3743465,-0.24182075,-0.23116052,-0.15183768,-0.46438733,-0.50032,-0.38803923,-0.2664735,-0.32630664,-0.4294584,-0.52659464,-0.20902461,-0.38793302
CBFB,-0.37463725,-0.44046944,-0.4722963,-0.54186743,-0.660366,-0.5533801,-0.40279296,-0.24943113,-0.43518046,-0.5292763,-0.36121228,-0.66569394,-0.40063083,-0.46646303,-0.49828988,-0.567861,-0.6863596,-0.57937366,-0.42878655,-0.27542472,-0.46117404,-0.5552699,-0.38720587,-0.6916875
PDK3,0.2657863,-0.19666927,-0.01843659,0.03768962,-0.40021005,0.1380058,-0.37202346,0.20202044,0.094401285,-0.2442969,-0.18680884,-0.4399429,0.3196467,-0.14280887,0.035423808,0.091550015,-0.34634966,0.19186619,-0.31816307,0.25588083,0.14826168,-0.1904365,-0.13294844,-0.3860825
HYAL2,-0.35970703,-0.15491277,-0.12656304,0.015798835,0.002472588,0.27823454,0.25975662,0.051740948,-0.39919165,-0.12179492,-0.09274107,-0.48615563,-0.40702432,-0.20223007,-0.17388034,-0.03151846,-0.044844706,0.23091725,0.21243933,0.0044236556,-0.44650894,-0.1691122,-0.14005837,-0.5334729
HDAC4,0.26142105,0.18156137,0.23684676,0.2404304,-0.2495436,0.17486832,-0.7019127,0.24560064,-0.89282024,-0.791672,-0.06055726,-0.7716129,0.26556566,0.18570597,0.24099137,0.24457501,-0.245399,0.17901292,-0.6977681,0.24974525,-0.88867563,-0.7875274,-0.056412656,-0.7674683
RASSF1,-0.61172014,-0.46710643,-0.1300799,-0.512737,-0.24771112,0.041282766,0.25197777,-0.1938355,-0.29678202,-0.26166126,-0.18178229,-0.7788123,-0.63801235,-0.49339867,-0.15637213,-0.5390292,-0.27400336,0.0149905365,0.22568554,-0.22012773,-0.32307425,-0.2879535,-0.20807452,-0.8051045
FGFR3,0.4298904,-9.160399e-05,0.3609982,0.24348147,0.2938741,0.6134151,0.33090284,0.7976945,-0.13023631,0.3655059,0.3279258,0.25646195,0.3392623,-0.09071968,0.27037013,0.1528534,0.20324604,0.52278703,0.24027477,0.7070664,-0.22086439,0.27487785,0.23729773,0.16583388
IFI35,-0.019113267,-0.053293936,0.2855759,0.064488955,0.2341342,0.061845843,0.19924057,0.2883791,0.0438627,-0.1736074,-0.06409074,-0.23087078,0.006917963,-0.027262706,0.31160712,0.09052019,0.26016542,0.08787707,0.22527179,0.31441033,0.06989393,-0.14757617,-0.038059514,-0.20483956
HEATR6,-0.20997503,-0.0062989024,-0.13942054,-0.70452017,-0.15987645,-0.8726199,-0.4256448,0.122344,-0.29426777,-0.85422546,-0.25056556,-0.6254966,-0.2287952,-0.025119063,-0.1582407,-0.72334033,-0.17869662,-0.8914401,-0.44446495,0.10352384,-0.31308794,-0.8730456,-0.26938573,-0.6443168
COASY,-0.4060736,-0.44832057,-0.32351917,-0.16497993,-0.12993306,0.07327743,0.6061197,-0.346625,-0.30559215,-0.15417042,-0.24305755,-0.41070366,-0.41253737,-0.45478433,-0.32998294,-0.1714437,-0.13639683,0.06681366,0.5996559,-0.35308877,-0.31205592,-0.16063419,-0.24952132,-0.41716743
PLEKHH3,-0.26195702,-0.1807368,-0.038653873,0.26811445,0.1380368,0.51997375,0.60087687,0.21635637,-0.30750614,0.21465068,0.2852235,-0.07601937,-0.20808683,-0.12686661,0.015216313,0.32198465,0.19190699,0.57384396,0.65474707,0.27022654,-0.25363594,0.26852086,0.3390937,-0.022149183
MEF2A,-0.3342401,-0.25837046,-0.045319427,-0.38182706,-0.24202487,-0.62417525,-0.26168147,-0.331451,-0.50002235,-0.89054716,-0.21100952,-0.3092574,-0.3031977,-0.22732806,-0.014277024,-0.35078466,-0.21098247,-0.59313285,-0.23063907,-0.3004086,-0.46897995,-0.85950476,-0.17996712,-0.278215
OTUD5,-0.52942026,-0.14670023,-0.22863887,-0.30525684,-0.0561766,-0.021891326,0.09362929,-0.16202763,-0.4827851,-0.2665231,-0.06045526,-0.31788254,-0.5117488,-0.12902874,-0.21096738,-0.28758535,-0.038505103,-0.00421983,0.11130079,-0.14435613,-0.4651136,-0.2488516,-0.042783763,-0.30021104
TFE3,-0.5974785,-0.3221502,-0.26801795,-0.5540083,-0.23283005,-0.25881916,-0.19213645,-0.32035583,-0.49311084,-0.39679477,-0.42147547,-0.665583,-0.674164,-0.3988357,-0.34470344,-0.6306938,-0.30951554,-0.33550465,-0.26882192,-0.39704132,-0.5697963,-0.47348025,-0.49816096,-0.7422685
TBC1D25,-0.81887674,-0.042711664,-0.3488422,-0.3168979,0.080318645,0.016677417,0.68006086,0.35204142,-0.37732473,-0.5121574,-0.16707985,0.037146285,-0.80272424,-0.026559185,-0.33268973,-0.30074543,0.09647112,0.032829896,0.69621336,0.3681939,-0.36117226,-0.4960049,-0.15092736,0.053298764
