,control0,perturbed0
PLN,-0.2891556,-0.3357888
PABPC1P2,0.003273517,0.094980024
C2CD4A,0.43810794,0.55309385
ZNF28,0.18009292,0.10686123
ITGBL1,0.43274862,0.42936882
ZNF511,-0.18941724,-0.15470996
ZNF627,-0.07423679,-0.017309688
KCNRG,0.016096063,0.04811925
WDHD1,0.14069934,0.15723291
ZNF789,-0.2847903,-0.24941012
CTNND1,-0.124028295,-0.19928584
SLC34A3,-0.0021893354,0.12369479
RD3,0.017233782,-0.067429915
SPANXC,0.0,-0.005736766
SH2D1B,0.019853102,0.0832159
ARC,0.0030400583,0.032488
NUDT16,0.28531513,0.25052246
TLK1,-0.024950609,-0.06911694
LRBA,0.05831266,0.10241026
ZNF536,0.0023635903,0.17840856
MMP17,0.11934168,0.20186351
OR2M2,0.0,0.027558539
BAZ1A,-0.070039816,-0.24451625
AKR1C4,0.6275414,0.56025773
COPS8,-0.068789706,0.10726406
PPIAP22,0.01507455,0.170469
CCDC69,0.12260599,0.19591488
MDM4,-0.04118362,-0.2606916
RYR2,-0.14268093,-0.1255598
ZNF534,0.010911155,0.17586823
KLHL9,-0.026613966,0.023512345
FAM3D,-0.015037904,0.07600738
NCOA6,-0.09199664,-0.091227055
STK39,0.06980895,-0.053054206
TAT,1.458098,1.6414437
ABHD17AP1,-0.008337587,0.080735445
C6orf89,0.0088232625,0.040839568
CALM1,-0.028257195,-0.08845422
LPA,1.5057837,1.6587594
OR10G6,0.0,-3.0149244e-05
OR5BS1P,0.0,0.0015776609
TUSC1,-0.14803776,0.019065246
MAGEA1,0.0055361097,0.0034354741
PAPSS2,0.16301607,0.3009323
SLC9A6,-0.10650774,-0.0009072572
ABCA4,-0.4313364,-0.31221765
EIF1AY,0.059204526,0.01018884
MT-ND6,-0.21527703,-0.46211272
IPO9,-0.124403,-0.3814672
OR10R3P,0.0,-0.25457546
CEP290,0.049617726,-0.062645584
MT-CO2,-0.07224927,0.038069367
GLMP,-0.46369928,-0.4007421
ANKRD13B,-0.29069602,-0.20268057
ECI2,0.2956796,0.32247502
UNC13B,-0.18666928,-0.25673392
MT-CYB,-0.18398376,-0.13203564
LDB1,-0.12475876,-0.13632792
PPP1R14C,-0.7920149,-1.1251845
CTR9,0.34489837,0.48078847
SMOC1,0.028363513,-0.040744126
F5,0.3275584,0.37883657
MSRB1,-0.1728255,-0.16812225
SMIM11P1,0.0,0.12605216
LRRTM3,0.05801176,0.18349876
ZNF652,-0.024162691,-0.009589156
SLC5A3,-0.0016054752,-0.027046045
MTCO3P12,-0.091236375,-0.08106742
GPATCH3,-0.34525847,-0.34846753
CDC42BPB,-0.35149795,-0.6678004
PLXNB3,0.016871946,0.076249346
OXCT2,-0.33917007,-0.22348486
RPL10A,-0.075841226,-0.05022912
COLGALT2,-0.270683,-0.2643839
EPS8L3,-0.69305485,-0.74069065
EGFL6,0.030101111,0.0791897
MT-ND2,-0.08762493,-0.17808427
SYCP1,-0.0060539553,-0.007369003
APCDD1L,-0.34403557,-0.7203715
RCSD1,0.2376929,0.29981336
RASSF9,0.19139542,0.20101249
FAM169A,-0.13266672,-0.3341505
ZNF830,-0.08376473,-0.044606347
GRIN3A,0.15894687,0.14041726
MT-ND5,-0.017460069,-0.09849866
CNOT7,-0.033981048,-0.07650325
TMEM184B,-0.26877603,-0.28092402
MTOR,-0.09698305,-0.0068797544
SCAMP5,-0.08686421,-0.048757512
ZNF521,0.4139008,0.35973608
ALPK2,-0.23680177,-0.32614678
BRINP2,-0.30878624,-0.14991854
MAGEB3,0.0050903303,0.16910669
LRIG2,0.18182662,0.059272133
MT-CO1,-0.08125347,-0.10896438
PNP,-0.5609229,-0.46572465
PAX9,-0.023748226,-0.17012554
LRRC10,0.035454668,0.16755676
GK,-0.17483737,-0.2676847
FOXJ3,-0.14908628,-0.24834335
ZNF358,-0.14437002,-0.095121056
SFT2D1,-0.0060126074,0.09227343
CD247,-0.015033135,0.061566874
GRM3,-0.027645646,0.11996424
CHAMP1,0.06581616,0.06918079
INPP5F,-0.032818384,-0.101147346
SUCNR1,-0.07244059,-0.029416598
HMGN2,-0.2902364,-0.19917133
UBE2J1,-0.008570803,0.08082708
GJC2,-0.06733949,-0.036970466
OPA1,-0.12686096,-0.10145368
DENND4B,-0.35605365,-0.42252398
RYR3,-0.07633749,0.086896196
ZNF277,0.1912485,0.264877
MT-ND3,-0.060698472,-0.040571965
KTI12,-0.33525413,-0.274049
ARHGEF15,0.036237262,-0.15548229
TOX,0.30307686,0.3093801
CD3E,0.10338607,0.1969254
RUSC2,-0.60308015,-0.7562066
C1orf68,0.0,0.03712923
FICD,-0.16533278,-0.018586189
OSTC,0.06296761,0.1413037
HSD3BP5,-0.067574106,-0.019567296
R3HDM4,-0.2760668,-0.2821323
TSEN15,0.09380866,0.11975231
LTN1,0.09594383,0.14087893
RUNDC1,-0.2380469,-0.20621376
CCDC152,0.25421304,0.5343987
MTND4LP30,-0.015792625,0.09186586
GRK5,0.47826234,0.36651808
TYW1,-0.11880022,-0.112066254
DCAF12,-0.19829826,-0.11879979
SFMBT2,0.23481788,0.23162638
ASB12,-0.025634997,0.059752233
PNMA5,0.0058945096,0.1289035
ITPRIPL1,-0.07095995,-0.11784442
MT-ND4,-0.10628189,-0.19196784
SMC5,-0.010610035,0.010914875
MT-ND1,-0.053745076,-0.4331643
DCAF12L1,-0.005149554,0.12470392
PRMT6,-0.091804735,-0.35074714
SHISA4,-0.3297202,-0.29446054
CIPC,-0.09721409,-0.07828355
CAPZA2,0.026638513,0.12677477
MT-ATP6,-0.16668057,-0.14355695
TOP1,-0.037981454,-0.019882035
PRC1,-0.3957174,-0.7073581
MAP3K3,-0.016145675,-0.02321501
L1CAM,-0.12434559,-0.076161295
SREBF2,-0.26815993,-0.2493415
C1orf174,-0.14530838,-0.11043357
POU3F3,0.014022849,0.09097017
RASGEF1A,0.122556254,0.22704235
RPL39,0.08465403,0.06903964
DZIP3,0.11839616,0.08511193
KIAA0753,-0.048996795,-0.1807632
DCLRE1A,0.09728624,0.18499616
ATG9A,-0.3824045,-0.40658924
NOS1AP,0.023067573,0.1561955
CSAG1,0.0012324882,0.12567958
APRT,-0.46590447,-0.4058653
GPRASP1,0.2997284,0.27058288
TBKBP1,-0.07813136,-0.11295545
MAGEE1,-0.19099645,-0.15047528
CCDC167,-0.15786614,-0.13656774
MT-CO3,-0.059209887,-0.058317374
ZFP2,0.04449207,0.07521646
SOWAHA,0.12754597,0.008604743
L3MBTL3,0.12707956,0.1332506
DMD,0.19327821,0.2593446
MFAP3L,0.31811404,0.49076343
NAGA,-0.1197257,-0.011024088
SMG5,-0.3081525,-0.28366107
TGM2,-0.1764152,-0.06588681
ARMCX6,-0.056745984,0.037110806
PJA2,0.18171939,0.36100757
RORB,-0.0543692,0.074163586
SGMS1,-0.35054937,-0.29428396
OR10R2,0.0,0.0600611
OR10Z1,-0.003870346,0.13575324
ZNF525,-0.00533958,-0.035901964
OR6C71P,-0.0060417894,0.01511007
ACTBP6,-0.0056237476,-0.005869548
BTBD7P1,-0.016321534,0.00998253
FAM32BP,-0.001078785,-0.0006766786
E2F3P2,-0.00024513,0.0025659334
INF2,-0.53849655,-0.6806414
HMGB1P39,-0.011515976,0.0067862747
TAS2R2P,0.0,0.13511479
OR52J1P,0.0,0.04388761
OR1F2P,0.00037170431,0.013359111
RHOT1P2,0.0,0.08661204
GP1BB,-0.59889746,-0.43493086
OR2L2,0.041224994,0.1657037
EFCAB2,-0.054538276,-0.016935855
COX20,-0.032883395,-0.07742721
CHML,-0.16857798,-0.16013487
STUM,-0.05615645,0.20011556
CAPN8,-1.470004,-1.5240604
TATDN3,0.0037195291,0.027908571
CR1,0.5731368,0.59925056
RAET1G,-0.8356249,-0.82857203
C1orf53,-0.30270687,-0.17220162
SAMD5,-0.24320912,-0.4387768
TEDDM1,-0.006191739,0.06823141
GJE1,-0.0046924483,-0.020620825
ECT2L,-0.05057263,-0.06978126
GPR52,-0.001394899,0.004595316
FCGR3A,0.8078124,0.6589379
TMEM244,-0.0129191615,-0.012836206
OR6K3,-0.052592523,0.12100535
OR10T1P,0.0,0.0030042517
CENPW,-0.66799104,-0.708069
MSTO2P,-0.2159526,-0.16498524
SPRN,-0.12345971,-0.15068364
FAM229B,0.047234036,0.04957536
FANK1,-0.12994026,-0.22869389
PRR9,-0.0013621056,0.0022890815
LELP1,0.0,-0.0017655842
SPRR2E,0.0,-0.0066970335
KPRP,-0.0031290466,-0.003812148
FAM24A,0.0,0.0021946682
DDO,-0.101008594,-0.07525682
CCDC162P,-0.025937963,-0.18941192
PLPP4,-0.23943554,-0.1562388
PNLIPRP3,-0.0054506394,0.042965703
HSD3BP4,-0.029038101,-0.032498132
HSD3B1,-1.6935469,-1.5137098
HSD3BP2,-0.0062563843,0.019209642
HSD3B2,-0.06125543,-0.098392636
RBM20,-0.256247,-0.30649564
SMIM9,0.037387345,0.1427164
C6orf163,-0.04937682,-0.011096682
RIPPLY2,-0.0042656893,0.05385241
CHIAP2,0.01951341,0.13637589
GDI1,-0.32635564,-0.40022254
SOX18,-0.053100534,-0.15310138
LIME1,0.18859933,0.2682783
OOEP,0.01245149,-0.02465816
KHDC3L,0.0024779253,0.01927548
DPPA5,-0.0041676634,0.0035672113
C1orf146,-0.003490825,-0.009056642
HSP90B3P,-0.009451931,-0.010791657
SPANXN1,-0.0022252644,0.015136197
CXorf66,-0.0016859819,-0.001253379
C10orf62,-0.015229757,0.06968174
SAMD13,0.05067965,0.050552275
CCDC160,0.035490777,0.07014078
C1orf141,-0.019238634,0.03486599
EFCAB7,0.04350088,0.07507466
DEFB110,0.0,0.024759373
GLYATL3,-0.0027483338,-0.005339836
LDLRAD1,-0.09653157,-0.08514132
RHOXF2B,0.005076624,0.030836733
ZYG11A,0.004016051,-0.10281269
LCN8,0.0,0.115407154
C1orf185,0.0033280065,0.009197556
GLT6D1,0.0,0.0005901632
IFIT1B,-0.0029381074,0.013721741
CT83,0.0,0.047606662
LIPN,-0.025449295,-0.05041381
LIPK,-0.1619172,-0.16561714
LIPJ,0.0047926214,-0.014769224
TRPC5OS,0.029007467,0.03004132
LRIT2,-0.0014135335,0.048732042
LRRC73,-0.101863645,0.0054524094
MYCLP1,0.0,0.020573517
TCEAL5,0.0041957004,0.006856935
SYS1,-0.16512541,-0.263281
TCEAL6,-0.0033284537,-0.0024487034
ARMCX7P,-0.07364722,0.012752466
INPP5B,-0.01445163,-0.10375003
RPA4,-0.0110963145,-0.027916297
MAFB,-0.29458243,-0.39453435
TRAF3IP1,0.110529095,0.15301833
BMP2KL,0.0,0.07777897
CHIC1,0.103950165,0.13376075
GIGYF2,-0.09830684,-0.13470316
ECEL1P1,-0.0015644062,0.020936532
C2orf72,0.35781455,0.33069196
RUFY2,-0.04412284,-0.16624102
NHSL2,-0.67380977,-0.56924397
PHACTR4,-0.021540321,-0.038375966
CLPSL1,-0.0007142921,0.061692394
ASAH2B,0.0817378,0.003963873
AGAP6,-0.25027773,-0.2725767
TIMM23B,-0.083793685,-0.14131767
ZDHHC18,-0.32879823,-0.3335782
CXorf65,-0.0053388695,0.060766675
AGAP9,-0.22182095,-0.27606156
LRRC37A5P,-0.0010845587,0.021665456
NPY4R,0.09668148,0.20039128
GPRIN2,-0.075233355,-0.041444793
SYT15,-0.20120382,-0.2678016
BMS1P1,-0.14552467,-0.12723574
PTPN20,-0.25504407,-0.15464142
GGNBP1,-0.012544387,-0.012919406
TXNDC8,-0.00065318524,0.10026028
AWAT1,-0.0028412016,-2.7661212e-05
RPL12P16,0.08172928,0.035963062
BMPR2,-0.077717304,-0.13626386
OXLD1,-0.34801003,-0.26632535
OR13C3,-0.000224803,0.10172722
HNRNPCP2,-0.04860389,-0.054214545
COL5A2,0.48914957,0.35263494
SPIN3,0.060083013,0.06451962
TMEM235,-0.00075057935,0.145387
PAGE3,-0.003552707,0.122774035
COL15A1,1.1790364,0.93924046
TMEM225,-0.00486991,0.060601786
MRPL38,-0.38574544,-0.27780208
SMIM5,-0.08272974,-0.11116951
ERICH2,0.11091517,0.2546711
SP5,-0.15042752,-0.15296112
CD300LD,-0.028988875,-0.005766811
BTBD17,-0.00014954478,0.037080966
NXPE2,-0.013396181,0.049353875
SPANXN5,0.0,-0.0005412441
SDHD,0.024679555,0.07841848
XAGE1A,0.007889854,0.005756038
LAYN,0.55887115,0.5065397
XAGE1B,0.0,0.0012969829
CARD16,0.28503257,0.2797756
CASP12,0.09808645,0.14801535
MBD5,0.029313123,0.025307797
CSHL1,0.0,0.0580676
POTEKP,0.0020345482,0.021592412
CTSLP6,-0.0075827306,0.0013791826
TRIM49C,-0.0043784566,-0.009924235
TRIM64,-0.00049570657,0.07204027
TRIM51BP,-0.0008593888,-0.0026991295
PRAMEF20,0.0059333565,0.16216105
PRAMEF17,-0.006400695,0.034336217
PRAMEF19,0.0,-0.0039455923
PRAMEF14,-0.007242137,-0.008667586
PRAMEF15,-0.058560297,-0.07147181
ZNF814,-0.23468983,-0.23667662
AADACL4,0.0,0.00054057036
ZNF551,-0.027692921,-0.020409554
ZNF805,-0.15559967,-0.16185763
GUCY2EP,-0.16037476,-0.22549355
DEFB122,0.018103648,0.016837649
DEFB121,0.0,0.0831238
CFTRP3,0.0038337174,0.07919308
KRTAP5-11,-0.002885074,0.010285728
KRTAP5-10,-0.017475614,-0.023075419
LRCOL1,0.13989954,0.080307186
DPRX,-0.00053174386,0.038122013
ZNF468,0.00064948306,-0.025399886
ZNF616,0.07588272,0.033648413
FOXB2,0.000532672,0.020098181
DISP3,-0.017396025,0.007891912
RACK1,-0.19625078,-0.18481691
TBC1D8,0.036262255,-0.058773246
NMS,-0.000485863,0.22602648
ASPDH,0.28664994,0.25140795
CST9LP2,-0.0014454189,-0.005952568
CST9LP1,0.0,0.009330541
CST13P,0.0,0.0010274454
C9orf57,-0.009951403,-0.0017164545
IGKV1OR2-3,0.0,0.0013759725
IL31,0.0,0.08560844
AKT1S1,-0.26952383,-0.31615162
UBTFL3,0.0,0.07583608
UBTFL5,0.0,0.04037254
SPDYC,0.027776947,0.033650678
MALRD1,0.08659427,0.118739575
RANBP17,0.15498215,0.14753814
IGKV1OR-3,-0.0034643903,0.0028547223
FOXD4L5,-0.025569128,-0.041559443
IGKV1OR9-1,-0.0031437397,-0.0069395676
REG1CP,0.0,-0.0012749796
ZNF204P,-0.09201952,-0.112985946
ADGRF5P2,-0.0010465203,0.0004656294
MRPL53,-0.46206677,-0.4148255
ATXN2,-0.011792973,-0.034971386
DCTN1,-0.1868526,-0.24344543
SPATA31A1,0.0,0.021091402
TCTN1,0.014146253,0.08193458
FAM216A,0.092529416,0.1730344
ZBTB48,-0.12488945,-0.11353249
IGFL2,-0.58571935,-0.5392376
IGFL4,-0.058901258,0.02506911
NAT8B,-0.5553804,-0.65036786
KRTAP4-8,-0.00048386765,0.0059375297
KRT25,0.0,0.008409244
MZT1,-0.1620837,-0.19355756
SPINK9,-0.026410967,-0.019757263
LRRC3C,-0.022048919,0.0024154224
PRR20A,0.0,0.0005247035
ZNF155,0.06466187,0.19083068
UQCC3,-0.15758303,-0.16433331
FBXO48,0.21446826,0.20543812
GRXCR2,-0.012064409,7.636845e-06
FAM221B,-0.018240783,0.108669475
CD177P1,-0.004840817,0.113654785
CD177,-0.029516017,0.040939152
PSG5,-0.57754797,-0.49724802
ZNF783,-0.34532532,-0.22489133
ZNF425,-0.07013244,-0.08474508
LRRC10B,-0.0017432842,0.12309161
FBXO47,-0.015721695,-0.019049255
PCDHGA1,-0.13574097,-0.16760582
ARHGEF34P,-0.23160578,-0.39045787
BLACE,-0.021106012,-0.03355803
PCDHA9,-0.11529087,-0.1664994
PCDHA8,0.030414818,0.021655556
PCDHA7,-0.03900062,-0.035731252
PCDHA5,0.013685618,0.092990816
PCDHA4,-0.13811263,-0.18894161
PCDHA2,-0.007223637,-0.0074011358
PCDHA1,0.08226974,0.063985676
TRIM13,-0.10285899,-0.034807228
ERICH4,0.0024083531,0.060844954
MS4A13,-0.007602337,0.070278555
PRSS3P4,0.0,0.0028969618
OR4D8P,0.0,0.034283433
SPIRE2,-0.27307373,-0.20828652
AARD,0.049587455,0.034416202
PABPN1L,0.004668182,-0.0067815403
OR5D16,0.0,0.001318306
OR5L2,0.0,0.1055299
PKHD1L1,-0.23006067,-0.22758265
SLFN12L,-0.08100487,-0.0349356
SLC35B4,-0.23058401,-0.3423896
SYCE1L,-0.35842684,-0.2747395
TMEM231,-0.09480326,-0.17560844
CCNI2,-0.16095904,-0.19321373
TMEM240,0.0077238,0.06284033
COX17P1,-0.0005593088,-0.0016808548
FAM205A,-0.0005867433,-0.0053130686
CDKL4,0.0642975,0.025145177
TMEM88B,-0.013162834,-0.011519573
ACCSL,-0.0029103633,0.007413728
C4orf47,0.02095507,0.06588033
TRIQK,0.4201749,0.45825952
SDHAF1,-0.12236313,-0.18293688
ARID3C,-0.16475584,-0.15793456
PSENEN,-0.25873438,-0.15361813
REXO1L1P,0.019918988,0.019496385
C11orf91,-0.0561479,0.07985656
SLC10A5P1,-0.0022926424,0.12046008
FABP9,0.0,-0.002880531
ZBTB10,0.0764529,0.12261322
C4orf46,0.07102661,-0.0004973188
SCGB2B2,-0.07024511,-0.10945621
CCDC144NL,-0.0018075593,0.0844018
LGR4,0.32793713,0.4272725
KRT17P7,0.022291224,0.08993225
PSMB10,-0.26660097,-0.39339548
VIT,0.023136618,0.010131912
SPDYE2,-0.013888622,-0.006177346
OR7E36P,-0.00069665257,0.044628303
E2F4,-0.25471678,-0.29986012
DGAT2L7P,-0.0036630456,0.07165844
PDE7A,-0.2224027,-0.25684658
TMEM170B,0.24992949,0.23991144
TRBV20OR9-2,-0.002902282,0.09146517
MUC12,-0.2571147,-0.27254385
CTXN3,-0.0004639315,0.0654252
MGAT4D,-0.004499646,0.10029053
SNX2,0.1227514,0.13670824
SAP25,-0.0096573075,-0.013622918
NT5M,-0.22573327,-0.21323624
KRT17P4,0.0019886445,-0.07362863
SARNP,-0.14378601,-0.108826846
OR6C68,0.0,0.09838219
OR6C65,-0.0019548086,0.112129025
OR6C3,0.0,-0.001472484
OR6C1,0.0,0.035121314
OR6C72P,-0.00333279,0.013105091
GOLGA2P1,-0.0012128256,0.02917779
ADGRG1,-1.4068252,-1.3815209
IPO7,-0.024886625,-0.092625685
PRR13,-0.18554331,-0.11690004
TECPR1,-0.46729028,-0.53324986
MT1H,-0.45130712,-0.54270273
SLCO6A1,-0.008414206,0.11356704
MT1CP,-0.0063297595,0.04368378
MT1DP,-0.012690344,-0.030182939
MT1A,-0.07501516,-0.10262058
MT1M,-0.11994269,-0.1125292
CFI,0.9297906,0.87241435
OR52E6,0.0,0.12807183
HNRNPA1P20,-0.0086108325,-0.0154095255
SAMD9,0.21740663,0.10448586
KRT6A,-0.012019914,-0.016388232
CNEP1R1,0.060853995,0.05564555
KRT81,-0.31525344,-0.18282095
SNRPGP6,0.0050395713,0.0034108874
EXOC3L4,-0.29204905,-0.4304214
KRTAP12-3,0.0,-0.0024656984
IZUMO3,-0.00053899665,6.112497e-05
KRTAP10-2,0.0,-0.0014153374
NBPF22P,-0.0020630034,0.030222178
TP53TG3D,0.016758602,0.12048401
TP53TG3C,-0.0038144528,0.021152128
ATP6AP1L,-0.056157306,-0.06139627
CCDC85C,-0.009521399,-0.13075134
SPDYE18,-0.0035120607,0.0061925245
OR52A4P,-0.003144668,0.021824269
OR52J3,-0.00013139159,0.04536397
OR51A2,0.0,0.00072273007
OR51A4,-0.003708603,0.102885716
C2CD4B,-0.032229662,-0.0036223084
RGL3,-0.7436525,-0.6679354
SMG1P2,-0.01071331,-0.027331844
TMSB4X,-0.36396134,-0.38509077
CPT1B,-0.3373234,-0.5334816
POM121B,-0.04209469,-0.10281831
DYNLL1P1,0.0036881755,0.0046088886
HMGN1,0.030439729,0.040573202
STAG3L1,-0.25945878,-0.3304778
DENND6B,-0.06335455,-0.054007098
EIF3CL,-0.13387775,0.27484852
LCMT1,-0.19156562,-0.15265666
MFSD2B,-0.114674725,0.15768948
VCX3B,0.002864391,0.0052507184
CDPF1,-0.22173554,-0.14090317
LIN52,-0.048490703,-0.08287682
ARSH,-0.010995373,0.039553657
ACOT6,0.013720315,-0.015003957
TECRL,-0.025885716,-0.025588812
DPF3,-0.2354861,-0.3872081
MANSC4,0.014186703,0.048076037
C17orf107,-0.18756728,0.04817976
FAM183DP,0.0033147295,-0.0100388015
MBD3L4,0.0,0.118299134
ITSN1,-0.19121522,-0.24553648
ITPRIPL2,-0.21487534,-0.29001886
DENND1C,0.11237417,0.09548531
SLCO1B7,-0.04630845,0.060845748
CRLF2,0.015287104,0.024035273
CRYZL1,0.023763195,0.115013316
RP9P,0.081399545,0.059581116
CATSPER2P1,-0.051249765,-0.031072354
GAGE1,-0.026542615,0.05799037
ARRDC5,-0.017466515,-0.016460618
CYS1,-0.063736334,-0.089094006
PLPP6,-0.13812286,-0.16211806
KLRC2,-0.0016388099,0.0538253
KLRC3,-0.00070864713,0.015996521
TPTE2P6,-0.058349703,0.10171765
C16orf96,-0.00022591837,-0.03707166
GMNC,0.016744126,0.0040687276
TTC23L,-0.030042477,0.10354746
CLEC6A,-0.0042372523,0.017319214
OR7E91P,-0.044437803,-0.030701414
RFPL3S,-0.069245495,-0.08523181
C22orf42,-0.004027462,-0.0012540729
NANOGNB,0.00075974496,0.1895178
LRRC72,-0.0009457218,0.0049860296
C1QTNF9B,-0.098946236,-0.014688306
RPS3AP47,0.00049328455,0.098164566
FAM90A2P,-0.00861484,-0.009363212
OR7E136P,0.0,0.059710763
BHLHA9,0.010711967,0.011290237
ZNF316,-0.40718883,-0.5407482
DAZ4,0.14837371,0.20012222
PDPK2P,-0.13396785,-0.107916564
ONECUT3,-0.0653179,-0.029803973
CEMP1,-0.06429957,-0.13040337
OLIG2,-0.0049579544,0.07293528
PPP1R12BP2,-0.0005735389,0.00081642956
RNPS1,-0.2829946,-0.36776692
HSP90AB2P,0.07692023,0.06206761
DAZ2,0.17521575,0.15765879
USP17L6P,0.004058237,0.004740601
HSP90AA5P,0.0042162966,0.103929795
NYNRIN,-0.031772487,-0.07486558
DNAJC19,-0.07915353,-0.07193073
IFITM5,-0.0010269777,-0.0020769415
SMIM21,-0.005811699,-0.012965841
C18orf63,-0.0055967607,-0.0032723988
DOK6,0.31454143,0.26724645
IGLL3P,0.00051254604,0.023799045
SERPINB11,-0.0008024687,0.027550194
SERPINB4,-0.0012930905,0.11996555
SERPINB5,-0.083483405,-0.13779089
ZDHHC11B,0.17659521,0.11124386
KRTAP19-8,0.0,-0.034912456
KRTAP20-3,0.0,0.0029166802
KRTAP20-4,0.0,0.015355618
KRTAP22-2,0.0,0.019560367
KRTAP27-1,0.0,0.0050051985
CFAP99,-0.12111402,-0.13869256
EGFEM1P,-0.207346,-0.031310737
GOLGA8O,-0.11947191,0.13310659
TMEM191C,-0.31660438,-0.36709896
P2RX6P,0.06803823,0.07570036
RPL23AP57,-0.0005859489,-0.00973227
RNASE13,-0.06311023,-0.07976762
GYG2P1,-0.054404214,-0.1731459
HBA1,0.004402365,0.041944817
HBM,0.0,0.12890379
HBZP1,0.0,0.0026153584
ATP10A,0.1196398,0.025970325
ANKUB1,-0.06846606,-0.07340695
TSSK2,-0.009753637,-0.004284194
HNRNPA1P4,0.0007208685,0.0041947975
PRR23A,0.0,0.003978562
FOXL2NB,0.034102898,0.013285814
COL6A6,-0.020714562,0.011180345
RAB12,0.14434662,0.12977543
LRRC30,0.0,0.03842892
TMEM200C,0.20652671,0.122095495
PPIAP30,0.016858282,-0.011967035
HACD2,-0.3533292,-0.2948665
CFAP44,-0.033912558,-0.05668381
CD200R1L,0.021905934,0.03204624
LNP1,0.0423496,0.14088765
OR5K3,0.0,0.10199809
VGLL3,0.884739,0.6303985
TRIM71,-0.052354317,0.06573397
ZCWPW2,0.059900384,0.031189183
ANKRD28,0.1298423,-0.037885994
COLQ,0.18226573,0.39818674
METTL6,-0.010644392,-0.019483112
XKR4,-0.110451296,-0.13144843
RNY4P13,0.0,0.0
GPX3,-0.0014599321,-0.105240375
DIO2,0.9887523,0.9966517
GNRHR2,0.024306607,0.04599279
DIO1,1.0997128,0.95639175
AKR7L,0.04054208,-0.109726295
STK38L,-0.78587294,-0.8948607
SACM1L,0.012671604,0.036103886
TSN,-0.109268814,-0.12769565
SLC48A1,-0.09724275,-0.073016256
IGKC,0.74410224,0.430158
IGKJ5,-0.007336156,-0.0021315902
IGKJ4,-0.012240994,-0.0065088486
IGKJ3,-0.0042388933,0.00018553576
IGKJ2,-0.0062793447,0.008085081
IGKJ1,0.02956187,0.018263731
IGKV4-1,0.11968097,0.017346635
IGKV2D-26,-0.0004185192,-0.0010835638
IGKV3D-20,-0.0097678965,-0.007459051
IGKV6D-41,0.0,-0.0007060533
IGKV3D-11,-0.01056806,0.007211566
IGKV1D-42,-0.0037572857,-0.00722675
IGLV4-69,-0.04718113,-0.031229958
IGLV8-61,0.034192644,0.036953986
IGLV4-60,0.011399636,0.043531224
IGLV6-57,0.010422184,0.006546846
IGLV11-55,0.0,-0.00061584223
IGLV10-54,-0.0048156283,-0.011123253
IGLV5-52,-0.11101282,-0.21133095
IGLV1-51,0.10299917,0.120364025
IGLV1-50,-0.009115458,0.0053871097
IGLV5-48,-0.0018352679,-0.002998535
IGLV1-47,0.09658334,0.099185586
IGLV7-46,0.016595455,0.02680999
IGLV3-27,-0.009367418,0.0038874205
IGLV3-25,0.14450122,0.04959093
IGLV2-23,0.07583757,0.04403416
IGLV3-22,0.0,-0.0026582861
IGLV3-21,0.18612091,0.24941722
IGLV3-19,-0.047895294,0.015158344
IGLV2-18,-0.0042111427,-0.0065059476
IGLV3-16,-0.0058250017,-0.0048419223
IGLV2-14,0.03929638,0.08766775
IGLV3-12,-0.008764756,-0.006747782
IGLV2-11,0.063695304,0.104820475
IGLV3-10,0.12997542,0.10486498
IGLV3-9,6.548189e-05,0.0080459155
IGLV4-3,-0.0006009974,-0.006450582
IGLV3-1,0.0599057,0.20283964
IGLJ1,-0.005157611,-0.00700464
IGLC1,0.06999117,0.044142865
IGLJ2,0.03946035,0.04432809
IGLC2,0.38450274,0.3911872
IGLJ3,-0.0029691972,0.028794453
IGLC3,0.12695265,-0.017602026
IGLJ4,0.0,0.0
IGLJ5,0.0,0.0026393917
IGLJ6,0.0,0.0
IGLJ7,0.0,0.00089940004
IGLC7,0.0074377214,-0.0054933676
TRGJ2,-0.00053181883,-0.003979298
TRGJP2,0.0,0.0062687993
TRGC1,-0.010025981,0.01112889
TRGJP,0.005787505,0.004475108
TRGJP1,-0.000490545,-0.00091950316
TRGV11,-0.0018979076,-0.0030833837
TRGV10,-0.014108436,0.0036836527
TRGV9,-0.01733763,-0.011842634
TRGV8,0.044679247,0.03770697
TRGV5,0.04620744,0.031326406
TRGV4,0.017927198,0.029522799
TRGV3,0.014878068,0.013252379
TRGV1,0.0022228986,0.005816853
TRAV2,-0.003088318,0.0015949968
TRAV3,-0.007833264,0.014087225
TRAV4,0.0046887323,0.012833031
TRAV5,-0.0017874778,-0.0006279554
TRAV6,-0.0016947943,-0.006218981
TRAV7,0.0,-0.00052652485
TRAV8-1,-0.0020443487,-0.00039453048
TRAV9-1,-0.0015234101,0.0003718926
TRAV10,0.010170457,0.11480043
TRAV12-1,-0.009111712,0.03821823
TRAV8-2,-0.0018521552,0.049083564
TRAV8-3,-0.0049004755,0.066958226
TRAV13-1,-0.0043047606,0.17448801
TRAV12-2,0.010008381,0.116327904
TRAV8-4,-0.0016354334,0.1285099
TRAV13-2,0.030531198,0.1537341
TRAV14DV4,0.003204156,-0.404205
TRAV9-2,-0.0029714236,0.07917256
TRAV12-3,0.00231867,0.006269934
