"",p1,p2,p3,p4,p5,p6,p7,p8
DERA,-0.000226927113154773,-0.00354255394680261,-0.00831322415792372,0.00615542012192384,-0.000695935086386956,-0.00449719808622156,-0.000241351229560111,-0.00103669926686522
STRAP,0.00558026738104778,-0.00279806905722332,-0.00955506487792014,0.00761321352657618,-0.00188352649927275,-0.0139349729416814,0.00641647048929452,0.00190835740765848
ABCC2,0.00612957492486708,0.00595100344359566,-0.0042736983834101,-0.00587081545986968,-0.0102539532827383,-0.00225568433295639,0.00310385682957302,-0.00998561183290855
DEF6,0.00911666025033128,-0.0140871012234629,0.00849316513013337,-0.00266154507067611,0.011195407037474,0.00129161037016477,-0.0102248124101037,0.00259447951249083
PLEKHO1,0.00489869643606606,-0.0226161597455536,0.00707440663127962,0.00129214672634536,0.013626401188449,0.00686310360484737,-0.00987574775853119,0.00497762207667536
GCLM,0.00880849597560748,0.00497534280706071,-0.0116952049615947,0.000344728394989278,0.0133011344177926,0.0053059720036647,0.00821522621925517,0.00371713980384899
UBR2,0.000592503419477328,-0.00159229106672412,-0.0104825503298618,-0.000912312694686939,-0.00207532804960202,0.00227628721795317,0.00532178706200905,-0.000539823033839919
EHD2,0.0134031882279044,-0.0198896328252875,0.00583211129921769,-0.00534702113535589,-0.00446277587187834,0.00546802237059519,0.00734593555521773,-0.00674053514497477
DEPDC1,0.00920433507201283,0.00534363717089098,-0.000882997021644653,0.0026384789815255,0.00848289295552848,-0.00180447816313398,-0.00959445388891674,-0.0059397357114681
CCDC28A,0.000698599671751126,-0.00121793884379029,0.000319191940299673,-0.00461925951860554,0.00878861318983898,-0.00548424076048239,0.00695756785608783,-0.00451854899285802
RRAGD,-0.00146458821524109,-0.00465301143083001,-0.00610111713271951,-0.00228029065607402,0.00423333787538892,-0.00219967853421991,-0.00340245737670341,-0.00896751710159088
HSF2,0.00370832064438056,-0.00187726872960755,-0.00526096942691683,-0.00293875029355214,0.00484141605383991,-0.00716150352366177,-0.00240956138127418,-0.00208801913132174
PHF20,0.00371234206533532,-0.00638474527720604,-0.00951699855891844,0.00113242125888918,-0.00246054210866887,0.00171150333569323,0.00293287202837407,-0.00254820010404902
HSD17B6,0.000624601670277364,-0.00218971552871992,-0.00927741862469428,0.00710375265732719,-0.00833166377238308,-0.00644493120922872,0.0124995546500365,0.0102854976970403
NR1H3,-0.00279143085322473,-0.00757818091046303,0.007665937492059,0.00679615450454691,0.00248816024263651,-0.00667860166330811,0.00676717263527452,0.00125098865851822
TYMP,0.015913001076752,-0.00620835315007979,0.00893732993080753,0.0229128232057869,-0.00525653499476106,-0.0073130674956994,-0.0140810357711464,0.00487407079887576
NCAPH2,0.00288817678696332,-0.0100289727269967,0.00661332878447516,0.00968909406769584,-0.00209127949148036,-0.00505856116183697,-0.000682118094993122,-0.000696495834869217
TOMM34,0.00778139786601566,-0.00244137339051516,0.000704656009359479,0.00672842183407295,-0.00222650596467507,-0.00561829933385525,0.000735057821661457,0.00522492810187615
SEC63,0.00418985432010243,-0.000168332410455281,-0.0115730988025397,0.00704368033035293,0.00291338225400272,-0.00474155313516684,0.00555620967221591,0.00144551736590656
KPNA6,0.00829884483227686,-0.00277956552304767,-0.00895822328313814,0.00802172950560384,-0.012557236988293,0.00155652612158441,0.0136297427280329,0.00645684965090576
VIM,0.0188597457293036,-0.0189887341365172,-0.0031882242703144,-0.0100143791236483,0.0074310308645448,0.0165956825352778,-0.00424042234584131,-0.00334810763160267
RTEL1-TNFRSF6B,0.00334735879297068,-0.0102614511961839,0.0127088316994423,0.00383937573056476,-0.00335731285224571,-0.00738352165347717,-0.00380257907253738,-0.0079417798666636
FAS,0.0185137743990502,0.0120884437820453,-0.00928036410371896,-0.000442992767153621,0.00557562085773782,-0.00182833078566117,0.00161051342405632,-0.00903241842839696
RNASET2,-0.00058898246649723,-0.0156659102421288,0.00259107354563736,0.00143268216141363,0.00291016484350774,0.00717707583215394,-0.00952980045458075,0.00545745742489174
CD44,0.0137754210866591,-0.0145890387439837,-0.0117185297214209,0.00723258826900491,0.0119877014460813,0.0260755139482529,-0.0160225826282828,0.00531476197515667
KCNG1,0.000593622085785097,-0.00144835410584272,0.000499606110127165,-0.00138319485413805,0.000245976003167814,0.00105902144691607,0.00238779138246074,0.00125874203992547
AGPAT4,0.00976716557180712,-0.00693279337566311,0.00208848199941221,-0.00684814289175715,0.00299501204930481,0.00128583612245904,-0.00457124438455506,-0.00295996427034515
SLAMF7,0.0130130790791329,-0.0101055455983963,-0.00109487024930286,0.00964483648898211,0.0206370768967005,0.0122599296036613,-0.0116568438810911,-0.00369251564829564
BTN3A1,0.00514337760576408,-0.0116686674348372,-0.00345090540132394,-0.000736934071135101,-0.000182914346834197,0.00315911892676849,0.00407725495251849,0.00257257938224328
MIPEP,0.00560042721716091,-0.00104098033743445,-0.00558997109159733,0.0016831611704034,-0.00790687517996263,-0.00408036870638852,0.00678062834953717,-0.00213641949790433
PRKCH,0.00154745629839731,-0.0129018192173332,-0.0077480980095168,0.0017893114691697,0.00545514641671988,0.0099426453001725,-0.010782209160816,0.0025913822982948
INSRR,0.000141209789617655,-5.92451858094243e-05,7.88790192290168e-05,-0.000206034665837589,-0.000392765968801844,7.54840709168461e-05,0.000440534145912118,0.000781337988935543
IFNGR1,0.0090734295639055,-0.00518191463571319,-0.0100332794208283,-0.00760701066938645,0.00284310443747083,0.00068691220217317,-0.0120815521699018,0.00330510900746804
B4GALT7,0.00303104121769961,-0.00644005381172487,0.00651766087723377,0.00759369395944187,-0.00420878448509522,-0.00730126587344628,0.00164831914443003,0.00233568732004357
SH2D2A,0.00127364727443233,-0.00970725448818721,0.00191776193125724,0.00267540060504673,0.00493189236120811,-0.000789755200007758,-0.0155557312306066,-0.00985727284186073
VRK2,0.00894447707736206,0.00591851764138588,-0.00592833659483149,0.0033381533961596,0.00261152980864877,0.00184729825036223,0.00648578710411688,0.00693139938722847
TNFRSF1B,0.00406536723742912,-0.0181516541807645,-0.00239234523470821,0.011174000777885,0.00397921619403548,0.0148713778349894,-0.0142807029537083,-0.000985397643052684
VEZT,0.00777146767357626,0.0024970680539081,-0.0096985843076169,0.00329225885885437,0.00172685687163205,3.46061546358076e-05,0.00461348668108453,0.00552797540154985
POU2F2,0.0017294027123057,-0.0190628391935014,0.00153251164302889,0.00104235758444102,0.00440289473467544,0.00753751841299225,-0.0084888393571527,0.0101038215435452
BRD9,0.0033611763012911,-0.00876023801055487,0.00276003649065664,0.00107619050224371,-0.00428282335364597,-0.0105108077040231,0.000793316172972295,-0.00877165780768811
SNX1,0.00568281518847496,-0.00248615529183787,-0.00270076994950979,0.00675682174514814,-0.00194553061674321,5.19317476336069e-05,0.00190777355900348,0.00162881252984866
TBPL1,0.004282865675222,-0.00284284415343718,-0.00762277120043227,-0.00500198947045883,0.015027975239087,-0.0104903281484267,-0.00529153573721515,0.00803308101973703
BCLAF1,0.00460908830913878,-0.000164811173762604,-0.0178972176704454,-0.00190616453483436,0.00186802566088094,-0.00534921882012277,0.00317346510519343,-0.002428637842809
SLC39A9,0.00461339903449909,0.00224835175052091,-0.0105129026794544,0.00293631969902204,-0.00269085287645604,-0.00561961410618774,0.00357151292172629,-4.16534905094053e-05
ANK1,0.00156388625166847,-0.00222596906565033,0.000470957885071564,-0.00101239604657578,-0.00125492815727493,0.000668517445481923,-0.000638219238282515,-4.61145174818199e-05
IBSP,3.24460578394805e-05,4.70161306184774e-05,5.92544488118982e-05,-8.61907259700146e-05,4.650547636013e-05,1.96760580453365e-05,0.000156853191242774,-7.68508936721283e-05
TFB1M,0.00408610654773961,-0.00068401974114785,-0.000982212944030211,0.00548760395290605,0.0020924004840804,-0.0119909253481863,0.00212733462849134,0.000612739556037272
RABEP1,0.00558763268707664,0.00105415695053684,-0.0105686062615293,0.00354414648366553,-0.00699311195801611,0.00728439087005661,0.00955045720959292,0.00737584573559371
HMGB3,0.00583835476156732,0.000553665929346887,-0.00305322725612013,0.00739034683196362,-0.00300126217296385,-0.00687006358689642,-0.00604516143909219,0.00881836373855379
NUP160,0.00165676268282962,-0.00320167833194129,-0.0151154257958236,0.000434029766395996,-0.00519058286269607,0.00124960319534496,0.00415537061460031,-0.00276288655611874
BAK1,0.0105563637269677,-0.00587805373883044,-0.000227543489644988,0.00875824520455977,-0.00708289256073114,0.000407860269173083,0.00128680931030589,-0.00234083090632288
MUSK,0.00149187044283119,-0.00182288273980826,-0.00230141205957244,-0.00132893168777936,0.00164224594604046,0.00321790795919031,0.00397203400885592,0.000822989885653099
IKZF2,0.0119745634235638,0.00779073478675039,-0.0108963604011438,-0.00132082707312973,0.0116846763690328,9.0533467707782e-05,0.00967916825242022,-0.0020715970669294
GRN,0.0105382171050986,-0.00588420467664939,0.00140777471256778,0.0133989877030809,-0.0115150149875037,0.0109887262013628,-0.00304453704278452,-0.00654633522091457
FAM13B,0.0082966479278457,-0.0014649012287943,-0.0130244987084483,0.00334824478895301,0.0050474651877478,-0.00146399348227138,0.00511237848232284,-0.00315305809451919
ARHGAP31,0.00830920249852964,-0.0098002447790008,-0.00735516261982073,0.00800651065076593,0.00130907599314151,0.0273351041903515,0.00168554560012649,0.00772820967317856
CENPQ,0.00655590702082023,0.00303206749706806,-0.00929285956426499,0.0041916432153847,0.0128055458874993,-0.00288464609246511,-0.00293581821259226,-0.0038530661118942
RANBP3,0.00486107367103338,-0.00819731000163655,0.00683628026220015,0.0065801553898115,-0.00632652941013938,-0.00281848915449775,-0.0037279787404413,0.000319785450677568
ARID4A,0.00202652848601663,-0.00230542902265698,-0.0148927105229734,-0.00487132606348508,-0.000931580661396965,-0.0032934475561568,0.0152011967708487,-7.9661065695025e-05
PNPLA6,0.00706135587730154,-0.00649863444465416,0.0098135634666897,0.00959908272740342,-0.00661387186864417,0.000574520600216498,0.000664123981250198,-0.00454336980200887
IFT88,0.00221052822184385,0.000333627730608212,-0.00479105454616891,-0.00438451557559448,0.0049984946449172,-0.00932989670505985,0.00345185298671248,4.52180616572558e-06
ALG1,0.00759762703266494,-0.000293368899829959,0.00169518866728076,0.00327581128606452,-0.00744753697841724,-0.00130931859074554,0.00927418542768179,0.0031081355529177
ZCCHC8,-0.000334101476779516,-0.00871719626564274,0.000652353679991592,-0.00294638715862857,0.00927466196981995,-0.00621632694532918,0.00214401841933054,-0.00381708279909816
ABCF2,0.00982149114267342,-0.00746608738885915,0.00509652208040969,0.000328870834722225,-0.00406838958246892,-0.0102365500829558,0.0012831382138513,0.00679755997476637
CHPF2,0.007707719509281,-0.00760509442727522,0.00344768844562618,0.00754111336345048,-0.00875563263230329,-0.00291243098709798,-0.000564323881910948,-0.00183357455804643
LRRC7,0.0040157512557428,-0.00822832144075316,-0.00137064954099482,-0.00970864732968582,0.0024010675866567,-0.00435491840071277,-0.00215116897532618,-0.0108005787006681
FUT8,0.00837042844944441,-0.00714453579965703,-0.00668622118944399,-0.00551158721069654,0.00242077199286855,0.00676517648137385,0.00528239335501533,0.00698579259059411
UBA6,0.00913117016473914,0.00195044294872769,-0.0152984073756255,-0.000195139426830945,0.00878508418646262,-0.0159916789220256,-0.00885667535315053,4.32947859815169e-05
GAB2,0.00544813183545305,-0.0103733506798997,-0.00454883000057169,0.00310370876336215,-0.00462047369059865,0.0120359872026093,0.00361510887566464,-0.00955132004083154
ATP6V0A1,0.0123837957837031,-0.00260773314214531,0.00530276815683462,0.00941549999189562,-0.00477277565841002,0.00501345189047249,0.00594720945666814,-0.00131853095185637
PIAS1,0.00232108550270005,-0.00189272393890114,-0.00825597187046138,-0.00375802444169093,0.00711602897996226,0.00301503924198943,0.00471153202473807,0.00203529765810264
SLC4A7,0.00748828746802523,-0.00120140391301374,-0.0132599854102727,-0.00697936946923396,0.0125444449939811,0.00532101553084215,0.00650417334297686,0.00531740268922217
MAP2K3,0.0059770370566648,-0.00488908321439384,0.00999004246521812,0.0130876733126818,0.00401496747251379,-0.0063790909784404,0.01030690345657,-0.000555249023878636
TMSB10,0.0066322785116184,-0.0228602742373384,0.00533769819692447,-0.00654500148519816,0.00696263146176887,0.00601967097890963,-0.0100041624985514,0.0156400905920774
ASTE1,-0.00191676937573117,-0.0054925807959408,-0.00646262452767154,0.00295009000910853,-0.00372157344402211,-0.00935129855363292,0.0055137829779805,-0.007141481391361
RNF19A,0.00767186409677551,-0.00374196882265392,-0.0159773510088931,-0.0107766342866065,0.0014730199075396,-0.00484770513411227,-0.00491910786206652,0.000412345790935695
PEX3,0.0022612408987731,-0.00271452696326438,-0.0169052495254652,0.00329184474559033,-0.0067762098562393,-0.0125067735374678,0.00162808969515234,0.00472558726415927
GABARAPL2,0.000512310608382829,-0.00770987432009591,-0.00357307524770798,2.48244281742977e-05,0.00521851436989943,-0.00547191803745167,0.0117645036169861,0.00534336345786142
MYOC,0.00192395312280942,0.00109071590437443,0.000655045191802033,0.0020205809991396,0.00578899201385195,0.00357044523091955,0.00677090424638576,-0.000940443194981995
SH3YL1,0.0176331849027774,0.00917247321445882,0.00354036208663657,-0.0170196242202029,0.0184666654993377,0.00628373795761814,0.0155194200534911,-0.0092776517097594
FAM136A,0.00533587535773776,-0.000262125110417895,0.00318878567711739,-0.00273506356667216,0.000950871399216433,-0.0155302321716109,0.00072886484172235,-0.00245313089359528
VCL,0.0129899670531484,-0.00541349070539216,-0.00884749671531403,4.21037813656705e-05,-0.00774545940602889,-0.000759425855904967,0.000664796098041923,0.000870652148371716
DEPDC1B,0.00962789401297867,0.00212285879605773,0.00135398390187608,-0.00632496596051032,0.00334264848135484,0.00144461962689477,-2.51209805169232e-05,-0.00764226807066503
DAPK2,0.0111837908444571,-0.0047810024548427,0.00548301543312591,0.00460979426048245,0.0129262099211517,0.00107109262071106,-0.0158466198121263,-0.0142543759609872
NSMAF,0.00957080878530905,-0.00346848682136352,-0.0048695253163815,-0.00160354685424272,0.000127863050302247,-0.0045480959975134,-0.00277970448469514,0.00239283799180649
STAP1,0.00063574755628941,-0.00414010419934499,-0.00140849773638118,-0.00245826147534022,0.000808868149458241,-0.00162872498186914,-0.00158699358256596,0.00302652401038526
TIMP2,0.00772995546866062,-0.0250743615918879,-0.00354026351816729,0.00248663404426509,0.00562936939781053,0.0180589646021837,0.000417062263523124,-0.00441759374206112
RFC1,0.00663242410833966,0.00220979348397644,-0.00741512508321056,0.00333818163893205,-0.00387169043884184,0.000260261048342675,0.00699077681314306,0.0053612390627669
TBC1D23,0.00391255094310762,0.00170534435260522,-0.0179189570248245,-0.00292068388400954,0.00692212091466384,-0.00829479362722309,-0.00115588746111358,-0.00264831160232224
CUL3,0.00342957799065976,-0.00427376919587797,-0.0101123763428052,0.00900679524975466,0.00451434729901887,-0.00568257916465113,0.00836838000986138,-0.00202062540138044
OTC,0.00743799256645498,0.00624520179411482,-0.011039011077969,0.0016718055983217,-0.0149838511380511,-0.0021326370159618,0.00255687115092614,-0.0055171257327445
CYP46A1,-0.000669174704554114,-0.00560381265630269,0.0042836024532882,-0.00110971104734806,0.000423860580034437,-0.00351214539419118,-0.00634862504936762,-0.00633991925834734
ZZZ3,0.00035892703509494,-0.0026842301083504,-0.0117913085567011,7.60026839242869e-05,0.00318627817732366,-0.00304023893825881,0.00383917436350947,-0.00280252944233332
SLC18A1,0.000627119923450504,-0.000837423346708166,-0.00011293645961998,0.00030647535637468,0.000714363988469662,9.33356467021781e-06,-0.000822227429510907,-0.000965394953635434
USP2,0.00913304172382452,-0.00636180164815583,0.00571426135625089,0.0109735542205097,-0.00425992696302083,-0.0123839353772979,-0.0117065447883595,0.0043535259680392
CASR,0.00787165225513163,-0.00508706464515326,0.00172857564094402,-0.00580630148683771,0.0022577557201367,0.00319755360584805,0.00879341399345238,-0.0135315554778808
TUBG2,0.0114677979859044,-0.00496934557084057,0.0143161259050208,-0.000850499157362167,0.00343990212755844,-0.00394922165384733,-0.00345291247502087,0.0138501016546151
RPL26L1,0.00174854690827324,-0.0018959103021826,0.000519906011124705,0.0017398482504085,0.00296177862342119,-0.00854932460570078,0.00668307520155833,0.0109182961045635
FLT4,-0.00252959181575735,-0.0280045567668805,0.00195625674029553,0.00710857035173489,-0.000238412652301665,0.0193541237138033,-0.000347123646321839,0.00980718810523567
NSUN2,0.00208160488409625,-0.00630568115053715,-0.00089844319757563,0.00183912286284838,0.00286676410881422,-0.00675475695297049,-0.000106488981829951,-0.0060294562088185
FBXO42,0.00470074779457546,-0.00614330960663515,0.00302328699088964,0.000237316806803687,-0.000696369294383722,-0.00496205164091705,-0.00147716687320763,-0.00362583217030366
MFAP3,0.0115100562360336,0.00678968741366635,-0.0162258695921919,0.000591114914771352,-0.00647649564238652,-0.000133745948559857,0.000142680003914455,0.000406437171104362
MRI1,0.0015599060791971,-0.0193288284462909,0.00306372370282299,-0.000884370676225477,-0.00707289138444037,-0.0012633864140305,-0.00143504132889904,-0.00762082139151832
METTL1,0.00549225671573278,-0.0059932594988099,0.00617476971631213,0.00164525114956883,0.000861384488898079,-0.017481597602132,-0.00479280028708126,0.000305970053240826
HOXC8,-3.17716515806933e-06,-5.7017893651556e-05,-2.06104734711422e-05,-0.000225733953297299,-0.00021220689471537,-0.000103809663919551,1.34488802365752e-05,-8.83506946702796e-06
AGA,0.00640611612253342,-0.00252534491558082,-0.0095027005259413,-0.00313915307761588,-0.00601681261148484,-0.00341922126564742,-0.00610548097157695,0.00138891520808005
PI4K2B,0.00199450008617118,0.00219452682121225,-0.0136387411092041,0.00635453016823485,0.0101741651213969,-0.0111883917896862,0.00155921710541282,-0.00111908170404466
BOD1L1,0.00675478217303486,-0.00356793757020593,-0.00838747873153821,-0.00367695677394995,-0.00357343525874838,0.00544651234830971,0.00930503143674732,-0.0034194987454469
MAT2B,-0.000290073874587876,-0.00582941052582533,-0.0167634285812148,-0.0013445541880857,0.00450047654918949,0.00149873080447328,0.00783254208866264,-0.00317655560074068
TLL1,0.00298431519095165,-0.00194063253395097,-0.00214093363338316,-0.00524553999886581,-0.000714012045976349,0.00114604501329749,0.00380664097006895,-0.00193572441366213
EDC4,0.00406705437502732,-0.00850827916518728,0.0083585824385528,0.00498297534474364,-0.00122581224764223,-0.00118677898517046,0.00750447374747788,-0.00776841590539933
TRIO,0.0064622397684007,-0.00417632205683823,-0.00229233183188026,0.00149592043619691,-0.00537750899057188,0.00325383936357322,0.000331475669038897,-0.00576399055016125
VCAN,0.0330732481316122,0.00278829289572657,-0.00513113736838288,-0.0218739129544094,0.000749424793937251,0.0184176964301032,-0.00452079376187935,-0.010652469894222
CLEC16A,0.00784637931030412,-0.00580386914199915,0.00584402842702275,0.00750389999948431,-0.00511403630884834,-0.000152393088012853,-0.00617748147601777,-0.00379215569208099
MSR1,0.0164629397298024,0.000127983249554548,-0.0157768893349486,0.0166389224252044,0.0250030964313165,0.0366098747737034,-0.00872765100656574,0.0149897964056767
CDH1,0.0102572910856962,-0.00248089607273539,-0.0114674284848699,0.0104165712552713,-0.0110848326855647,-0.00460920744795913,-0.00433421946010789,-0.0070435697620728
DNAH5,0.00764383127607074,0.000718718057974462,0.00144600041798688,-0.0241273300696911,-0.00906017466210004,0.00161232196921337,-0.00762481028391973,-0.0058408727803395
ZFYVE16,0.000719990449413918,-0.00468762188129094,-0.0196819934809005,-0.0072010885649534,-0.000368110784258333,0.00107125205340816,-0.0025734591755066,0.00473046436431869
C6,-0.00209021708642049,-0.00376046797901358,-0.00926382614402408,-0.00133392146114598,-0.00951466993878573,0.00878315871249757,0.0102237046131674,-0.00227952235912197
RAI14,-0.0027454692049758,-0.00588895985407481,-0.0111954086019217,0.00553309462586522,-0.0101744992229976,-0.00893150295997069,0.000593657024795718,-0.00347628348359925
SOX30,-0.000309806328754567,-0.000880623008328796,-0.000711984219223451,-0.000346401675676402,-0.000469597248571563,0.000296853626816746,0.000258676939095619,-9.88576270274875e-05
PNKP,0.00382404366601887,-0.00810686257426216,0.0100509727783982,0.00854816236201817,-0.00470459703488363,-0.00265034354168202,-0.000861697846067355,-0.00442283116506534
BEST2,-0.000870507425253053,-0.0025429356293916,-0.000604623171272205,-2.68092113725364e-05,-0.000696625342916332,-0.00119126495539251,-0.000879968134941799,-0.000687704003941873
PHLPP2,0.00993644459440942,-0.0041123890198599,-0.00900097877586062,-0.0021146125669314,-0.00701394339773609,0.000886118961827217,-0.00161391573226128,0.00195083958118394
SPDL1,0.0111628912118371,0.00348426863848342,-0.00376488446605782,0.0035294829167493,0.00434698665555856,-0.00317268172587907,-0.00812598789098489,0.00302564815186011
STAU2,0.00445336595168876,-0.000484686066802017,-0.0143281404752861,5.40961609587442e-05,-0.00283137104720482,-0.00339216718065878,1.53510283596714e-05,-0.00265715458284535
CTNS,0.0127699195276603,8.43072898738394e-05,0.00574943177292415,0.00850205764269313,-0.00546836849640693,-0.00765396294058164,0.00257093463771921,-0.00274259047972773
RTN4R,0.0102073772600426,0.00757346092056645,0.0101801907428132,0.0166434472636082,0.000243100708445543,0.00934530271441656,-0.00547360477690281,0.00980656458129008
PHF23,0.0128978360925919,-0.000345922881568249,0.00522156581519836,0.00573235168968849,-0.000507066191407363,-0.00692849094553562,0.0112746466331319,0.00894501073516568
CDH10,-0.000278324739114764,-0.000299709812383968,0.000312179005172793,-0.000335014531615321,0.000322183108100476,-0.000512641656833064,-0.00349762551295114,-0.00116271115413513
INPP4A,0.00926564414673154,-0.00497146590842064,-0.00266604152439285,-0.00282868535155014,0.00394718254367985,0.000443955767037892,-0.0014749971151172,0.00447167461307932
RAB27B,0.0120804169604545,0.00859982090986112,-0.0070244038453778,-0.00340066378858073,0.0190938307208709,0.0114620734904076,0.00664939191021092,-0.00251568402586272
PSMA4,0.00606182279499165,0.000240881105472815,-0.00577002049672711,0.00183220489037117,0.00396002887110652,-0.0149400341674262,-0.00152732987655778,0.00945513618638144
MYO16,-0.00568033425644619,-0.00429245141252755,0.000478652945195017,-0.00351648885253565,-0.000736577802993064,-0.000993589060234608,0.00770853144661826,-0.00171517384352842
LSG1,0.00849281040387962,-0.0034669490831838,0.00134042048766991,0.00546332220859966,-0.00371666016127013,-0.00439065963442974,-0.00296051152580818,-0.00196540721288851
PARP3,0.00658502554491167,-0.00335769751237046,0.0108036971241663,-0.000244972437608056,0.00352373542542882,-0.00788996134943041,0.00553368780538341,-0.00189514991097759
TNC,0.01112311412372,-0.00915028176228069,-0.00846829582580683,-0.00471295984308404,-0.00863547785634702,0.0136646558758022,-0.0157154728323187,-0.00120745580636877
THAP3,0.000148854194985405,-0.00486765038026839,0.0101311643474391,0.00416256691391597,0.0057000070329855,-0.00695994656488128,-0.00824818203991412,0.00136871052744988
TDP1,0.00555671305089145,-8.97071701976429e-05,-0.00385910545358006,0.00229503853320605,0.00111415313913232,-0.000228703567122445,0.00387115431141278,-0.00551370419695453
AIFM2,0.0105655017971106,-0.00132616849432256,4.41964870604501e-05,0.00592711140617702,-0.00856986363748948,-0.00469564912063898,0.00707251039153015,0.00834666965322835
C2orf83,-0.00061658545603667,-0.000757968849045305,5.23258258403327e-05,-0.000727089102088017,0.000194088703346882,-0.000428720330850807,-0.000437417012390272,0.000821372642034318
SPATA7,0.00208638617027089,-0.00286816164894694,-0.00262234311908524,-0.00846027892665792,0.006776531559704,-0.0069809390656466,-0.00474099642695977,-0.00110355180798794
MED17,0.00107088705980102,-0.0119580702253866,-0.00201647328578991,-0.00241861354953417,0.00895729844729643,-0.00921722763650735,-0.00338666186821496,-0.000256177235195043
RETSAT,0.0043915684421327,-0.000966087707736059,-0.00459726287853968,0.00833489500941285,-0.0105948082113611,-0.00010820613340558,0.00645269162786233,-0.00484668293468257
CAPG,0.0343465612559795,0.00835468182457858,0.00947689886520106,0.0169940468738963,0.0256958767585372,0.012086164366646,-0.0102835021202413,-0.0188401622760473
AP2S1,7.19162430411477e-05,-0.00508157677062,0.00570744919836835,0.00892991851266477,-0.000152782910987561,-0.00674433725441415,0.00131999936458379,0.00358709228949901
USH2A,-0.0178863877668948,-0.0112920342723361,-0.0207333109813705,0.0233962185954507,0.00870109623080032,-0.0112934203323421,-0.0106760331378809,-0.0135312434173276
ZPBP,-0.000873268605544932,-0.000919540542925361,-0.000275215604260009,-0.000798544230736731,0.000384808975188422,-0.000112318602781201,0.000392823974014598,0.000811842089845109
TG,0.00537095567039823,0.00362029860246789,0.00467389667049028,0.00126126674555487,0.00860345101863755,0.00326151773508489,0.00887401008484099,-0.00187813376210113
ADAM28,0.0137617099748883,-0.00892329764430578,-0.00264279618956415,-0.00520776361414162,0.0125502815375227,0.00498855334667707,-0.000171549217563419,-0.00984630532937036
BARX2,0.000572344772471812,-0.000669127703866937,-2.487018600463e-05,-0.00169904346843271,-0.000586975539507832,0.000125195262791246,0.00200802487272172,-0.000285530880221921
DCUN1D1,0.00699851118484148,0.00574657504919954,-0.0121628464936668,0.000354208521579146,0.0177613866700498,-0.0103721754674128,-0.00378599399812666,-7.14293260142935e-05
JADE2,0.000524310083799294,-0.0120553409246842,-0.00110662902648565,0.00377225734423324,-0.00235449066018195,0.0128644797416721,0.00730556166367208,-0.00424931587799461
ZIC2,0.000193884298598063,0.00043782235172274,0.00038903279150051,0.000133196101779995,0.00106160274406119,0.000508272315613897,-0.00028532536613532,6.48579969008257e-05
LCP2,0.00341094392766917,-0.0227410734007415,-0.00878541795059855,0.00102733221556319,0.00892160175559364,0.0184710626466646,-0.0163174088297367,0.011134565787035
TRIT1,-0.00242974409208221,-0.00584028611301082,-0.000560915725024046,-0.00450433336277535,0.0046744199702983,-0.00796094067271712,-0.0018066111810032,-0.00269888189947611
ADRB1,-0.000259706054837159,-0.00253309115638838,-0.000229988284544226,-0.00311506804480646,0.00168887105184723,0.00296728365481676,0.00319360605213911,0.00373420229569315
GUCA2B,0.0060499616291392,0.00803428389935946,0.00612770227423478,0.00994387102666982,0.000447819137242367,-0.00233221838226958,0.00543262632201902,0.000376504533040667
CUL7,0.00721462332206,-0.00802660661302603,0.00148694282378536,0.0062452118571466,-0.00839351999752808,-0.00123773381683221,0.00276996096494355,9.32909622390463e-05
CTNNA1,0.00976862652576155,-0.00215483722808508,-0.00683089388664825,0.00667458740746741,-0.00907262653660938,0.00346998078655968,-0.000127339745440841,0.00279782443916862
PHKA2,0.00305901008045884,-0.00250671273845374,0.00197274681810077,-0.00119599578601068,-0.0102930466632433,-0.00695130447838086,0.0114242734383621,-0.00217771316201767
CNTLN,-0.00257093401034072,-0.0042269611359723,-0.0139090682832713,0.000662253979712787,0.00306950630175151,-0.00530498118630933,0.00767150413282879,0.00194290509302721
EPHA3,0.0323630939640083,0.00273468933635966,-0.0109144083005004,-0.0240773844749467,0.00202871569349102,0.0100897911240657,-0.00568054487222475,0.0013515082838823
HSPA5,0.0134550421881391,-0.00462659632580848,-0.00489843573744881,0.0146381904777569,-0.0125271965744267,-0.0174209786798465,0.00487824147979976,0.0124787534024348
DSG2,0.00943806334349542,-0.000736837824761267,-0.0196921737335272,-0.00104982490145457,-0.00886723275048696,0.00574660104686496,0.00901876532262835,0.00916642782260683
GEMIN8,0.00288488375201775,-0.00737514259722552,0.00194566557257247,-0.000267642865001583,0.00364890656274019,-0.00664594999761272,-0.00204811434797473,0.0023725030598792
OFD1,0.00830825228408817,-0.0086849814320419,0.00516804351008326,-0.0119563330042461,0.0103983425889784,-0.011101138037313,0.000168034792284372,0.00176013287831179
GPM6B,0.00320282325199164,-0.00488188793541814,-0.00566192112914927,0.000202363499255701,0.00719949663693557,0.000317071253348292,0.0065284795691789,-0.0109341822271065
MAGEC2,0,0,0,0,0,0,0,0
PREX2,-0.000307924223893065,-0.00894170112985003,-0.0111310121157409,-0.00278248526414953,0.00959572994988788,0.0141602046821635,-0.00102313334983712,0.00706353641431149
